antibody_id,cdr_pc_1,cdr_pc_2,cdr_pc_3,cdr_pc_4,cdr_pc_5,cdr_pc_6,cdr_pc_7,cdr_pc_8,cdr_pc_9,cdr_pc_10,cdr_pc_11,cdr_pc_12,cdr_pc_13,cdr_pc_14,cdr_pc_15,cdr_pc_16,cdr_pc_17,cdr_pc_18,cdr_pc_19,cdr_pc_20,mi_5_10,mi_5_15,mi_10_15,mi_20_25,mi_20_30,mi_25_30,isotype_confidence,is_IgG,is_IgA,is_IgM,is_IgE,is_IgD,l1_Y_count,vl_hydrophobic_core_count,l3_K_count,l1_L_count,vl_entropy_normalized,vh_aa_diversity,vh_hydrophobic_core_count,vh_charge_separation,vl_turn_formers_count,vl_surface_curvature_std,vl_hydrophobic_density,vl_thermostable_DY_count,vl_surface_curvature_min,vl_surface_curvature_max,vh_helix_breakers_propensity,vl_thermal_motif_ratio,vh_sequence_entropy,vl_max_hydrophobic_patch,vl_hydrophobic_clustering,vh_hydrophobic_risk,vh_motif_risk,vl_surface_curvature_mean,vl_thermostable_YY_count,vl_helix_breakers_count,combined_net_charge,vh_vl_charge_balance,vh_hydrophobic_ratio,vh_entropy_normalized,vh_stabilizing_WGKG_count,vh_thermolabile_GG_count,vl_hydrophobic_surface_area,vl_hydrophobic_ratio,vh_thermostable_WG_count,vl_thermal_stability_range,vl_electrostatic_risk,vl_sheet_breakers_count,vh_high_curvature_regions,vh_entropy_variation,full_charge_clusters_density,vh_turn_formers_propensity,vl_sequence_entropy,vh_sheet_breakers_propensity,vh_cysteine_count,vl_sheet_formers_count,vh_negative_charge_count,vh_thermolabile_NG_count,vl_hydrophobic_risk,vl_patch_risk,vh_thermal_stability_std,vl_thermal_stability_sum,l3_R_count,vh_thermal_stability_range,vl_thermal_stability_std,l3_L_count,full_charge_clusters_count
GDPa1-062,1.6929874353607999,-0.6435097419804702,-1.3572701595677286,0.03330889756130166,-1.7590419565260997,-0.5221670555489693,0.08333154299390785,1.4918133439023158,-0.23011266831827584,-2.0192219999309247,0.24982723121140066,0.27448673965813813,-0.7664303701524223,1.242236903542357,1.43910235051684,1.638825589132702,-0.12814107142033848,-1.4532408907667722,0.43240296325960526,0.7243594006435733,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,47.0,0.0,5.571428571428571,1.0,3.0,2.0,8.0,1.0,3.5,81.07438016528926,9.0,8.0,6.0,79.53271028037383,1.0,10.0,13.0,2.5,-7.300000000000001,-1.0,31.0,31.0,17.0,17.0,17.0,-8.600000000000003,15.0,15.0,15.0,-3.5,30.0,65.0,37.0,53.0,35.57692307692308,28.0,-4.5,39.0,44.0,44.0,52.0,35.0,40.93055555555556,32.0,35.0,33.0,74.0,65.0,104.3,74.0,65.0,130.3,234.6
GDPa1-063,-5.342777883376269,-1.3699726529474823,0.7066890919518961,0.5019300340864695,1.0719112915188889,0.5839878949354197,1.4682678093589097,1.3547913631842738,1.5475826361227805,2.148937782097011,-0.8037683277600005,0.6349169726660567,-1.8140375929078107,-0.8072688194226006,1.0637620356783295,2.1522318339057707,-0.962774184103093,-0.7971962212918758,0.8771482232937376,-0.21136700457649554,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,1.0,49.0,2.0,6.428571428571429,1.0,3.0,5.0,8.0,1.0,2.0,77.84,9.0,8.0,6.0,80.0,1.0,13.0,11.0,3.0,-10.600000000000003,-1.0,34.0,34.0,19.0,19.0,19.0,-8.400000000000002,18.0,18.0,18.0,2.0,38.0,70.0,39.0,50.0,40.42657342657343,24.0,1.0,45.0,38.0,38.0,58.0,36.0,36.25,36.0,30.0,38.0,74.0,70.0,120.8,74.0,70.0,123.6,244.4
GDPa1-064,-2.2643950530279278,0.4109930554674404,1.8256195022025326,2.1080992053976257,-0.7835340967971319,1.9977661174909667,-0.521680968633359,1.0590176811471728,0.6502680322272385,-0.19035496669731247,-0.6827475405136215,0.10634113522062878,-0.04507771529228189,-0.7515029497616923,-0.3147977925793218,1.0381818760166037,0.01517043828080269,0.42946668474902255,0.3080054434696624,-0.6522232391844472,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,1.0,48.0,2.0,4.625,0.8,3.0,4.0,9.0,1.0,0.0,81.5702479338843,9.0,10.0,7.0,80.55555555555556,0.0,12.0,12.0,1.0,-7.2,1.0,32.0,32.0,17.0,17.0,17.0,-8.200000000000001,17.0,17.0,17.0,0.0,31.0,66.0,41.0,51.0,34.25,30.0,1.0,37.0,43.0,43.0,52.0,34.0,36.833333333333336,32.0,34.0,34.0,74.0,66.0,106.1,74.0,66.0,128.0,234.1
GDPa1-065,2.268274226848427,-1.803922994620873,-1.3422559159996021,-0.7141347123858502,-1.464112318954355,-1.8730439180033187,0.7676600274620623,2.163688070668401,1.9014768299533271,-0.9607514882735034,1.1779119693223268,0.5233859709930986,-1.2085341112188472,0.0226045669148544,-0.5318201513444744,-1.0621779570717835,1.1900249146736286,1.6372287951161915,-0.6523930012566487,-0.6215754819345306,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,47.0,0.0,4.0,2.0,0.0,5.0,7.0,1.0,1.0,80.98360655737704,8.0,7.0,9.0,78.97196261682242,2.0,10.0,11.0,0.0,-6.5,-1.0,33.0,33.0,15.0,15.0,15.0,-9.400000000000002,17.0,17.0,17.0,-1.0,31.0,65.0,42.0,50.0,35.81818181818182,24.0,-2.0,40.0,40.0,40.0,57.0,39.0,38.73214285714285,34.0,30.0,34.0,74.0,65.0,112.9,74.0,65.0,122.2,235.1
GDPa1-066,1.127975685528585,-0.3000531202339207,-0.3657346568597,0.1419986823560615,-1.190574854027702,1.469703511010252,0.7590760158394997,0.10128025018675306,-0.7030926372046112,-1.405047794986386,-0.9777749800169777,-0.48077246358355413,0.5195009603184001,-0.34946279140938263,-0.4085890541918631,-1.3079125382193906,0.876226039864834,0.641926719692732,0.34226388315977563,0.13765096526167492,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,47.0,1.0,4.875,1.0,2.0,5.0,7.0,3.5,2.0,79.91735537190083,7.0,11.0,7.0,77.85046728971963,1.0,13.0,10.0,1.5,-7.3,3.5,29.0,29.0,17.0,17.0,17.0,-9.4,15.0,15.0,15.0,2.0,30.0,65.0,42.0,55.0,31.984615384615385,28.0,5.5,39.0,39.0,39.0,54.0,37.0,42.06493506493506,32.0,30.0,33.0,74.0,65.0,101.3,74.0,65.0,121.0,222.3
GDPa1-067,-1.8345814189328193,0.7792934876925404,1.1024852664496296,2.867321679367569,-1.2993297662938341,0.028356308442582596,-0.6536821782014315,-1.5490370549819878,-1.621382526859518,0.23914963248699167,1.5952376948706921,0.3303956836135114,-0.41799602473232467,-0.16117100355811403,-0.0946565968689489,0.9971725963025613,0.46504385827980027,0.005524220226807645,-0.04428666734996504,-0.32536585364268966,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,1.0,48.0,3.0,6.0,1.0,1.0,6.0,9.0,1.0,0.5,79.6774193548387,8.0,9.0,6.0,79.90825688073394,1.0,12.0,11.0,0.5,-8.300000000000004,1.0,32.0,32.0,18.0,18.0,18.0,-8.8,19.0,19.0,19.0,0.5,31.0,66.0,44.0,50.0,34.81818181818182,27.0,1.5,42.0,42.0,42.0,54.0,37.0,37.94444444444444,36.0,28.0,36.0,74.0,66.0,109.6,74.0,66.0,130.1,239.7
GDPa1-068,1.5501103816809911,0.4037019321167448,-0.975760196764374,1.3781862837831507,1.0481562422485808,-1.1012520947991742,-0.5981810797108147,-0.4161477756086557,-0.7206920929058435,0.6162554246843278,-1.2729233475750512,-0.3857999852289865,0.8710874500854269,0.023883841332305655,-1.5224347792031168,-0.7598046468564884,0.40846892591916184,-0.8150083520804157,-1.5378100922822793,-0.144964252150324,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,49.0,3.0,4.777777777777778,3.0,0.0,3.0,7.0,0.5,1.5,79.16666666666666,8.0,9.0,8.0,76.23853211009174,3.0,10.0,8.0,1.0,-9.1,0.5,28.0,28.0,17.0,17.0,17.0,-13.2,19.0,19.0,19.0,1.5,29.0,68.0,38.0,53.0,42.225,23.0,2.0,43.0,37.0,37.0,55.0,43.0,31.20833333333333,38.0,29.0,35.0,74.0,68.0,97.0,74.0,68.0,112.0,209.0
GDPa1-069,2.7575772132386343,-2.7039452085159654,0.10392308185838567,0.6791914263843011,-1.6838005555780557,0.11450995958542932,-0.13141557906539478,2.511040050081143,1.3256128346632035,0.9486490951258412,0.49340520114244174,0.503412847663955,-1.4668664438378252,-0.9185142401278205,-0.06697724885244999,1.4551903427218995,0.8341031331021895,-1.4974470426325235,-0.18718769441287997,0.527978372750342,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,47.0,0.0,3.272727272727273,0.5,2.0,3.0,8.0,1.5,2.0,83.109243697479,8.0,10.0,10.0,79.7196261682243,-1.0,10.0,12.0,3.5,-7.4,1.5,31.0,31.0,17.0,17.0,17.0,-7.899999999999999,15.0,15.0,15.0,-2.0,32.0,65.0,41.0,52.0,34.083333333333336,27.0,-0.5,36.0,42.0,42.0,51.0,34.0,37.075,29.0,28.0,37.0,74.0,65.0,105.7,74.0,65.0,128.5,234.2
GDPa1-070,3.129511293001379,-0.5553796624639178,0.6363291952136917,1.3138553459381337,1.6271014175368435,-2.7749746787368905,-0.6177138496502319,0.5961927800123085,-0.29794772300222994,-0.20122602203193843,0.929632155008364,0.29576262156561395,0.19898010122104912,-1.1179373263491748,-0.168257597047838,-0.44147109129139855,-0.5386843730868839,-0.6690462289563556,0.8757310777261021,0.736610458209933,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,47.0,0.0,5.428571428571429,1.0,1.0,3.0,7.0,1.0,1.0,79.3103448275862,8.0,9.0,6.0,77.9245283018868,1.0,11.0,10.0,0.0,-7.000000000000001,1.0,29.0,29.0,13.0,13.0,13.0,-8.4,14.0,14.0,14.0,1.0,30.0,65.0,36.0,54.0,37.40909090909091,26.0,2.0,38.0,37.0,37.0,57.0,37.0,38.16666666666666,32.0,31.0,26.0,73.0,65.0,98.0,73.0,65.0,112.9,210.9
GDPa1-071,-4.736011999886505,-0.03980198849581761,0.0905944297710397,1.6422119954120546,0.5925677939377406,-1.7485738427125948,-0.4753661970422339,-0.8868453566192925,0.46230058984563255,-0.00887474142252192,-0.17702572594951413,-0.8567322017469713,0.8835567287893329,0.04012403457524927,0.1396716598077299,1.613732543471576,0.31125223676796276,-1.5660074772149848,-0.3598440418068054,1.9148119382320923,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,0.0,49.0,3.0,4.5,0.6,3.0,4.0,8.0,1.5,0.5,80.40650406504065,10.0,9.0,9.0,75.40540540540542,-1.0,10.0,9.0,2.0,-9.700000000000005,-1.5,26.0,26.0,20.0,20.0,20.0,-14.9,16.0,16.0,16.0,0.5,29.0,69.0,39.0,61.0,36.94444444444444,22.0,-1.0,45.0,41.0,41.0,53.0,46.0,36.266666666666666,42.0,28.0,42.0,74.0,69.0,89.3,74.0,69.0,121.0,210.3
GDPa1-072,1.6999385597638856,-0.3445716172504317,-0.24638950204899865,-1.4484104774951823,0.761485028658697,1.9089944659405715,1.7389521132668917,-1.5739333904163664,-0.3116634646016991,1.7241166299072745,0.504439662379435,-1.5710247609437802,-0.4643472687088618,1.4614070919968183,-0.12325551116604037,-1.5328214243109066,1.1910691288245248,-1.0196986598684763,0.15910797543304842,0.010539386333494539,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,0.0,48.0,4.0,4.75,5.0,0.0,3.0,7.0,1.5,4.5,78.86956521739131,6.0,8.0,7.0,77.59259259259258,5.0,14.0,9.0,3.0,-8.300000000000002,1.5,31.0,31.0,13.0,13.0,13.0,-7.700000000000002,16.0,16.0,16.0,4.5,34.0,66.0,34.0,52.0,35.142857142857146,20.0,6.0,38.0,34.0,34.0,58.0,42.0,41.91666666666666,38.0,33.0,27.0,74.0,66.0,112.1,74.0,66.0,97.8,209.9
GDPa1-073,1.3196122835213684,0.20663866368438538,-1.2007762997847273,0.9655111542479385,-3.042149830550566,-0.952444761633726,-0.13579382714723703,-0.6941386747509968,1.349502619625428,-0.4032502186990553,0.6343650505955697,0.22235156846253634,0.5765202064677478,2.2893420954076,-1.188559737265336,-0.12056611226916643,1.9551784543158974,0.604080964274966,-0.3341070536071383,-0.4270256548927456,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,0.0,49.0,3.0,5.285714285714286,1.0,2.0,3.0,8.0,2.0,1.5,80.58823529411765,8.0,11.0,6.0,77.92792792792793,1.0,11.0,12.0,3.5,-5.8,2.0,30.0,30.0,14.0,14.0,14.0,-9.700000000000005,15.0,15.0,15.0,-1.5,32.0,69.0,40.0,57.0,31.545454545454547,27.0,0.5,37.0,41.0,41.0,53.0,40.0,40.40909090909091,36.0,32.0,32.0,76.0,69.0,99.8,76.0,69.0,121.9,221.7
GDPa1-074,0.5355229179695405,-3.0152873542465497,-1.0340343135352517,-0.6361112672904229,-2.9474888912892876,-0.13938860735724382,-0.3222644859487847,2.364366570229123,-0.7563613578536064,-2.8739612683134284,-0.7296836177544591,-0.9479412610082005,-0.9755531603427504,0.4707758196632303,1.109142473274225,-0.8070679218617811,0.20496132807924777,0.08722099066629999,0.07909239907459238,-0.21808969832377745,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,0.0,47.0,0.0,4.444444444444445,3.5,1.0,5.0,7.0,2.0,2.0,79.50819672131148,7.0,10.0,8.0,77.85046728971963,6.0,11.0,13.0,4.0,-10.100000000000003,2.0,29.0,29.0,17.0,17.0,17.0,-7.899999999999999,16.0,16.0,16.0,-2.0,33.0,65.0,38.0,52.0,38.81818181818182,25.0,0.0,40.0,37.0,37.0,57.0,37.0,43.04285714285714,31.0,33.0,34.0,74.0,65.0,103.1,74.0,65.0,114.1,217.2
GDPa1-075,1.3730315584582906,-0.4192439490226145,-0.17676856499043384,-0.08957905826209893,0.05117608441917319,-0.9597584299372447,0.8752572358678685,0.23317812956738027,-1.922448555911777,-0.6525512227531517,-1.6225051753014852,-0.07865725095900991,-1.8009667392094468,1.192748407608999,1.2784825650839733,-1.0010492618803257,0.07363973120806089,1.3003674865021664,0.24156999513959113,-1.624365754835119,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,0.0,49.0,2.0,4.75,2.0,0.0,4.0,8.0,4.0,0.5,79.13793103448276,7.0,12.0,7.0,78.57142857142857,2.0,12.0,11.0,3.5,-6.3,4.0,32.0,32.0,11.0,11.0,11.0,-8.4,14.0,14.0,14.0,0.5,33.0,71.0,35.0,57.0,35.51515151515152,28.0,4.5,38.0,35.0,35.0,60.0,40.0,40.65476190476191,36.0,33.0,28.0,74.0,71.0,102.4,74.0,71.0,105.9,208.3
GDPa1-076,-0.7218542162162763,-4.191992921639475,-0.717128863541243,-1.605970126428891,-0.5422369429509141,2.633245854270457,-0.44447849412534013,-2.065876468348605,-0.046100074928637505,-1.4622004231629697,-0.8123972329839216,4.251670977558314,-4.012503154138485,0.9094345757949369,-2.0038955732943946,-3.001518333609102,-2.9845797975391957,0.293860507627491,-1.1458875537621473,2.1043148353688275,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,-1.0,46.0,1.0,5.428571428571429,0.6,2.0,4.0,6.0,0.5,1.0,81.17117117117118,8.0,8.0,6.0,87.5,-1.0,9.0,8.0,1.5,-5.7,-0.5,32.0,32.0,18.0,18.0,18.0,-7.6,16.0,16.0,16.0,1.0,33.0,67.0,39.0,53.0,36.31944444444444,24.0,0.5,38.0,41.0,41.0,44.0,40.0,40.46875,35.0,26.0,33.0,73.0,26.0,118.2,73.0,5.0,131.7,249.9
GDPa1-077,-0.39957783703617133,1.6048775654339684,-0.28296496621438777,2.6820487442023495,-0.2473187231256381,0.16429051065979364,0.8270884562769384,-0.5596825983908185,-1.2340558026751247,-0.5934676552157342,0.586786284489622,0.17749639028591616,0.33165735605243113,-0.7740851987264727,-1.494126899096005,-0.4971496474315385,-0.15789434889334308,-1.399267045819612,-0.4377446868145496,0.6771546540010794,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,0.0,49.0,2.0,7.0,1.6666666666666667,1.0,5.0,9.0,2.0,5.0,79.38461538461539,6.0,8.0,5.0,77.45454545454545,3.0,15.0,9.0,3.0,-5.1,2.0,30.0,30.0,16.0,16.0,16.0,-13.700000000000005,21.0,21.0,21.0,5.0,30.0,67.0,46.0,52.0,34.63703703703704,20.0,7.0,42.0,44.0,44.0,58.0,46.0,27.375,42.0,32.0,37.0,74.0,67.0,105.7,74.0,67.0,140.4,246.1
GDPa1-078,-0.19822796615808239,3.47858540203883,0.4662084977921465,-0.4996605324017781,1.286895393255052,1.1906315809593233,3.0892193414978766,0.7727951252019523,-0.7529228288663332,-0.47788462689283706,2.520764598215873,-0.4892195435498472,-0.038345322749511926,0.7947971918427982,0.43856547945966323,-1.3587649141744327,-0.5500174385603069,0.6723558539044259,-0.15967185005794626,0.1997215529788919,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,0.0,47.0,2.0,7.166666666666667,0.75,2.0,3.0,9.0,1.5,4.0,78.2051282051282,7.0,9.0,5.0,80.65420560747663,0.0,12.0,7.0,2.5,-7.800000000000001,1.5,33.0,33.0,16.0,16.0,16.0,-7.7,17.0,17.0,17.0,4.0,31.0,65.0,36.0,51.0,33.595238095238095,29.0,5.5,43.0,38.0,38.0,55.0,36.0,39.77777777777778,35.0,30.0,36.0,74.0,65.0,111.9,74.0,65.0,119.3,231.2
GDPa1-079,3.3854785297654706,-1.3685442415100901,0.42042659724724146,0.23338879267466045,1.7943763178013967,-2.012777652750424,-1.0911519906766898,0.662205077191923,1.0285462562994911,0.6147046982169305,0.9146078611174958,1.1587889166710275,1.6423267295400266,-1.0109646861589898,-0.03945846338490387,0.7269874303900589,-0.1762956194650102,-0.365118680717178,-0.34583276217416453,-1.042107875066121,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,47.0,1.0,5.75,1.0,2.0,6.0,7.0,0.5,2.0,78.37606837606837,9.0,10.0,7.0,78.22429906542055,1.0,9.0,7.0,1.5,-7.5,0.5,30.0,30.0,18.0,18.0,18.0,-11.000000000000002,15.0,15.0,15.0,2.0,29.0,65.0,39.0,56.0,37.20634920634921,27.0,2.5,46.0,37.0,37.0,52.0,37.0,36.37777777777778,34.0,24.0,40.0,73.0,65.0,105.5,73.0,65.0,115.8,221.3
GDPa1-080,1.238278089565367,-3.2564052447074583,-1.6724588957562134,-0.19338125332420272,-1.362303723683511,3.4893016986601695,3.3144807946038766,-1.1188630884799207,-0.8509813153307426,1.2249078168827268,0.06849517576303145,0.011924138274104318,0.43496238150512956,-1.316010342157887,0.9484291721203627,-0.10949097200688175,-0.6029765123495676,0.23206309915403825,0.9230617893792202,1.3012735843546517,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,47.0,1.0,6.0,0.6,3.0,4.0,7.0,3.0,3.0,80.79365079365078,7.0,10.0,6.0,78.22429906542055,-1.0,10.0,13.0,6.0,-8.100000000000001,3.0,30.0,30.0,19.0,19.0,19.0,-7.6,13.0,13.0,13.0,-3.0,31.0,65.0,42.0,55.0,36.67692307692308,28.0,0.0,42.0,46.0,46.0,54.0,37.0,39.1,32.0,28.0,38.0,74.0,65.0,98.9,74.0,65.0,145.9,244.8
GDPa1-081,1.5936556869127865,0.04752463910584379,-0.8717457492775612,1.1029076291206856,1.1670072854411448,-1.405945563207572,-0.19360747257647926,-0.09854858397270774,-0.861490947672261,0.003963805763349524,-0.7888677557768508,-0.5105353742899608,0.4397553775133311,0.23704020824749256,-2.5201676337008982,-0.15336745907972155,0.17411014444537226,0.7924158192375392,-1.438621167802654,0.9911365312307192,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,0.0,49.0,2.0,5.25,1.0,0.0,3.0,6.0,0.5,2.0,78.52173913043478,7.0,7.0,7.0,74.58715596330275,1.0,10.0,8.0,2.5,-10.200000000000005,-0.5,28.0,28.0,17.0,17.0,17.0,-14.299999999999995,18.0,18.0,18.0,2.0,28.0,68.0,35.0,55.0,40.275,22.0,1.5,42.0,35.0,35.0,53.0,49.0,32.48979591836735,44.0,29.0,33.0,74.0,68.0,95.4,74.0,68.0,103.3,198.7
GDPa1-082,1.8467727220129393,1.5606900109455484,2.4336561299837687,0.43631664751663735,-2.4932399689275986,-0.23840867948649166,2.4240279428241425,-1.75192073597166,-0.7431648721656469,-0.8533011124803831,-0.19318955843543678,1.6249409873481482,0.05512690798696684,-0.09790755170076211,-0.8569024470469523,0.12878402336139036,-0.24461214842158965,-0.15556772025070953,1.4909448723788303,-0.13988062035088622,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,2.0,48.0,4.0,3.9,0.5,2.0,4.0,10.0,1.5,0.5,81.76470588235293,6.0,8.0,9.0,77.81818181818181,-1.0,11.0,10.0,1.0,-8.800000000000002,1.5,28.0,28.0,21.0,21.0,21.0,-10.8,16.0,16.0,16.0,0.5,32.0,66.0,38.0,56.0,36.14545454545455,22.0,2.0,39.0,41.0,41.0,49.0,43.0,42.583333333333336,40.0,29.0,38.0,74.0,66.0,94.0,74.0,66.0,123.2,217.2
GDPa1-083,1.8689236227648014,-3.613998240193974,-0.5896872807413279,-2.9624765986573744,-1.1171250854859034,1.3610235914416808,-0.512460715826183,-1.2958611337628572,-0.9747886158603253,-0.9311481481359821,-1.5584358938544836,-0.5361668248994793,2.0531710889998203,0.6106772182969173,1.0983304856630038,0.7385462381932861,0.6358169310003582,0.5133076702358033,-0.9914597524661275,0.6164445575573468,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,47.0,0.0,5.571428571428571,0.6666666666666666,1.0,2.0,8.0,4.0,4.5,79.91596638655463,7.0,11.0,6.0,79.7196261682243,0.0,10.0,14.0,8.5,-8.100000000000001,4.0,31.0,31.0,15.0,15.0,15.0,-9.1,15.0,15.0,15.0,-4.5,29.0,65.0,38.0,53.0,35.128571428571426,32.0,-0.5,39.0,40.0,40.0,58.0,34.0,39.37662337662338,32.0,31.0,28.0,74.0,65.0,98.7,74.0,65.0,130.2,228.9
GDPa1-084,-1.1702163200046023,-0.6460487853081958,-0.7598551132626252,3.1255300246488993,0.19702995520026292,-0.44171211459327925,-1.3231831145072772,-0.06364553450396361,-2.5452019305982594,0.44392955060191797,-0.7623887998350606,-1.8648985840166736,-0.368954724345304,1.081629488186424,-0.23771786015571159,0.7733651739152919,0.7808834781732397,-0.2491716842278786,-1.5323851355750926,0.6121645356693135,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,0.0,49.0,2.0,3.888888888888889,3.0,0.0,4.0,8.0,1.5,2.5,81.07438016528926,7.0,6.0,8.0,77.74774774774775,3.0,15.0,12.0,4.0,-6.800000000000001,-1.5,31.0,31.0,14.0,14.0,14.0,-14.1,23.0,23.0,23.0,2.5,30.0,68.0,38.0,48.0,40.977777777777774,24.0,1.0,35.0,39.0,39.0,58.0,43.0,32.11904761904762,42.0,35.0,29.0,74.0,68.0,106.6,74.0,68.0,116.5,223.1
GDPa1-085,0.44487458731194346,-0.4197454374318616,-1.3148212159684225,-1.2389349880037395,-1.0820057627454853,-3.1127274436215777,-1.0423648837907429,1.9967731281964543,0.74079514533052,-0.9197050205822959,0.8368799770861981,-0.9243632919187105,-0.3865281814477822,0.02671976477505718,1.1219716687190053,0.1733825903055826,0.8868147781236501,-1.0131614185257858,0.2868889386482412,1.1411987687300311,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,1.0,47.0,0.0,4.444444444444445,1.5,0.0,1.0,6.0,2.5,3.0,79.49152542372882,11.0,9.0,8.0,78.41121495327103,2.0,12.0,8.0,5.5,-7.9,-2.5,31.0,31.0,15.0,15.0,15.0,-10.0,14.0,14.0,14.0,3.0,32.0,65.0,37.0,53.0,37.333333333333336,27.0,0.5,40.0,36.0,36.0,57.0,35.0,37.87878787878788,33.0,32.0,31.0,74.0,65.0,106.2,74.0,65.0,111.5,217.7
GDPa1-086,1.5791814622107816,-1.592685797117742,0.7419207321154284,1.18596471215406,-0.902592242503253,1.0727637599045226,0.16641609224674728,-1.322933638767086,0.06430074527631686,-2.6629400557075398,-1.5867096802540304,-0.5783761046818269,0.8079890042984245,-1.1865025555095858,1.6358826986660462,-0.30611103875452494,0.16306541279401832,0.584137476883418,-0.9271339716586238,0.9271515110524808,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,1.0,47.0,0.0,6.714285714285714,0.8,3.0,5.0,7.0,6.0,1.0,78.16000000000001,7.0,14.0,6.0,83.78504672897196,0.0,9.0,10.0,7.0,-8.100000000000001,6.0,30.0,30.0,18.0,18.0,18.0,-8.4,16.0,16.0,16.0,-1.0,29.0,65.0,42.0,53.0,36.81111111111111,31.0,5.0,47.0,40.0,40.0,55.0,34.0,37.97959183673469,32.0,26.0,38.0,74.0,36.5,104.2,74.0,8.0,121.1,225.3
