antibody_id,combined_net_charge,vh_vl_thermal_balance,vl_charge_separation,vl_surface_polar_fraction,vh_charge_separation,vh_positive_charge_clustering,vl_negative_charge_clustering,vh_avg_local_entropy,cdr_entropy_std,vh_most_frequent_aa_fraction,vh_charge_ratio,vh_helix_formers_propensity,vl_surface_charge_density,vh_turn_formers_propensity,vl_entropy_normalized,vl_avg_local_entropy,vl_sequence_entropy,cdr_total_net_charge,vh_stabilizing_LEWV_count,vh_entropy_variation,vl_flexible_residues_count,cdr_h2_hydrophobicity_mean,vh_sheet_formers_propensity,vl_unfolding_resistance,cdr_global_charge_density,vl_thermal_stability_score,vh_vl_hydrophobic_balance,cdr_h2_net_charge,vh_vhh_fr1_thermal_score,cdr_h3_hydrophobicity_mean,vh_sheet_formers_count,vl_thermal_stability_sum,vh_surface_polar_fraction,vh_net_charge,vl_motif_risk,vl_turn_formers_propensity,vh_thermolabile_DN_count,predicted_thermal_stability,vh_negative_charge_clustering,combined_risk_score,vh_flexibility_ratio,vh_thermal_stability_std,vh_charge_density
GDPa1-039,1.0,0.0028440219142765,39.285714285714285,0.4672897196261682,35.208333333333336,1.1851851851851851,0.8337662337662338,2.8100781476519394,0.3412541946513313,0.1206896551724138,1.0,0.2413793103448276,0.1308411214953271,0.3017241379310345,0.903125961562632,2.744332205582768,3.903245466499704,-1.0,1.0,0.2835902802373807,38.0,0.0125,0.3362068965517241,0.322429906542056,-0.0185185185185185,-0.0588785046728971,0.0191749919432807,0.0,-0.0866666666666666,-0.8384615384615385,39.0,-6.3,0.4224137931034483,1.0,0.1514150943396226,0.2803738317757009,1.0,0.7414929100870127,0.9227272727272728,2.0283448225327776,5.714285714285714,0.4772927954663079,0.0086206896551724
GDPa1-040,-1.0,0.0242618148176701,38.36666666666667,0.4678899082568807,43.71111111111111,1.1252955082742315,0.8499025341130604,2.756670390227833,0.2681307000621469,0.1260504201680672,0.8181818181818182,0.2689075630252101,0.1743119266055046,0.2857142857142857,0.9134943585592276,2.7644874823029864,3.948056932778236,-3.0,0.0,0.2505019384160032,32.0,1.925,0.3193277310924369,0.3532110091743119,-0.0555555555555555,-0.0412844036697247,0.0117184488474288,0.0,-0.1166666666666666,-0.5846153846153846,38.0,-4.5,0.4369747899159664,-1.0,0.3027907580477674,0.2660550458715596,0.0,0.7458900624469972,1.010377358490566,1.7922168274236148,5.714285714285714,0.4848003963843673,0.0084033613445378
GDPa1-041,1.5,0.001941049604601,38.66666666666666,0.4859813084112149,33.25555555555555,1.1965909090909088,0.8180428134556574,2.8637131064113555,0.3217796268831023,0.1452991452991453,1.0,0.2051282051282051,0.1214953271028037,0.3162393162393162,0.9173053023299268,2.682545480635344,3.964527557728856,-0.5,1.0,0.283041073454864,41.0,-0.7750000000000001,0.3504273504273504,0.308411214953271,-0.0092592592592592,-0.0672897196261682,0.0070293154405304,0.0,-0.0433333333333333,-0.7307692307692307,41.0,-7.2,0.4273504273504273,1.0,0.1514150943396226,0.3364485981308411,1.0,0.7295456905503634,0.9285714285714286,1.993324691786741,6.142857142857143,0.5034006642793036,0.0085470085470085
GDPa1-042,1.0,0.0109219071756692,41.958333333333336,0.4672897196261682,35.74444444444445,1.165432098765432,0.8180428134556574,2.870917779743062,0.2465201399787043,0.1271186440677966,0.8181818181818182,0.2372881355932203,0.1308411214953271,0.2796610169491525,0.9216014368329408,2.770902715804509,3.983095142136849,-2.0,0.0,0.2800133329302889,36.0,-0.25,0.3559322033898305,0.3317757009345794,-0.037037037037037,-0.0626168224299065,0.0220972596230001,-1.0,-0.0733333333333333,-1.123076923076923,42.0,-6.7,0.3983050847457627,-1.0,0.1514150943396226,0.2990654205607476,0.0,0.7412559401235546,0.9315789473684212,1.977687012469728,4.75,0.4809476963083562,0.0084745762711864
GDPa1-043,1.0,0.0018919534989742,38.425,0.4672897196261682,41.833333333333336,1.1631205673758864,0.8434684684684685,2.764687612332538,0.2472296612484391,0.1300813008130081,0.8181818181818182,0.2845528455284553,0.1682242990654205,0.2764227642276423,0.9199154900963146,2.815105926436125,3.97580860156934,-1.0,0.0,0.2279206632830508,32.0,1.5375,0.3008130081300813,0.3504672897196261,-0.0185185185185185,-0.0542056074766355,0.0237064052883519,-1.0,-0.1166666666666666,0.0615384615384615,37.0,-5.800000000000001,0.4390243902439024,-1.0,0.302843665768194,0.2803738317757009,0.0,0.7502528303320417,1.0063636363636366,2.235235489895582,5.0,0.4697597278013196,0.008130081300813
GDPa1-044,2.0,0.0322940391109715,39.17283950617284,0.5233644859813084,33.351851851851855,1.0577777777777777,0.8492063492063492,2.8076861175477643,0.3616742269574702,0.1260504201680672,1.2857142857142858,0.2100840336134453,0.1682242990654205,0.3109243697478991,0.9225207399921888,2.7142957350897268,3.98706830428852,-3.0,0.0,0.2070258441982266,41.0,-0.7124999999999999,0.3445378151260504,0.308411214953271,-0.0555555555555555,-0.0869158878504672,0.012801382235137,-1.0,-0.0799999999999999,-0.7153846153846154,41.0,-9.3,0.4705882352941176,2.5,0.1514150943396226,0.3551401869158878,1.0,0.7245083640933009,1.5494791666666663,2.2525532220571187,4.777777777777778,0.4762860342413882,0.0210084033613445
GDPa1-045,2.0,0.0754273504273504,35.36,0.4814814814814814,44.43076923076923,0.9836065573770492,1.002061855670103,2.7285962411949867,0.3622820153752273,0.123076923076923,1.181818181818182,0.2846153846153846,0.1851851851851851,0.2538461538461538,0.9200044360446016,2.798436917574897,3.976193019562168,2.0,0.0,0.2965875972759556,37.0,1.925,0.3307692307692307,0.3287037037037037,0.037037037037037,-0.1138888888888888,0.036039886039886,0.0,-0.1199999999999999,-0.7692307692307693,43.0,-12.3,0.4461538461538462,2.5,0.4542188326573796,0.3055555555555556,0.0,0.7251371082621083,0.9285714285714286,2.723308845203551,4.444444444444445,0.459495478404909,0.0192307692307692
GDPa1-046,-1.0,0.0304545454545454,37.333333333333336,0.5,35.46296296296296,1.1228070175438598,0.972017673048601,2.7754228755036308,0.292995448028316,0.125,0.6923076923076923,0.2416666666666666,0.1454545454545454,0.2916666666666667,0.9172983431238616,2.733280375566396,3.964497480540646,-3.0,1.0,0.2447493782796337,40.0,-0.4875,0.325,0.3181818181818182,-0.0555555555555555,-0.0854545454545454,0.0242424242424242,-2.0,-0.0999999999999999,-1.0230769230769232,39.0,-9.400000000000002,0.45,-3.0,0.1513761467889908,0.3272727272727272,1.0,0.7271344696969697,0.9649122807017544,2.516014246662996,5.857142857142857,0.4800781186432059,0.025
GDPa1-047,5.0,0.0382142857142857,37.70192307692308,0.5,31.416666666666668,1.086769759450172,0.8448275862068967,2.823667340105069,0.2752317916965914,0.1217391304347826,1.0909090909090908,0.2869565217391304,0.1875,0.2260869565217391,0.9345638764582544,2.796577591478026,4.039117874131772,0.0,0.0,0.2549198468709083,37.0,-1.3125,0.3043478260869565,0.3348214285714286,0.0,-0.0982142857142857,0.0099378881987577,-1.0,-0.0533333333333333,-0.0384615384615384,35.0,-11.0,0.4869565217391304,1.5,0.1513513513513513,0.3392857142857143,0.0,0.7234450698757764,1.1629213483146066,2.4039606088701486,5.285714285714286,0.4428759763576961,0.0130434782608695
GDPa1-048,1.5,0.0173076923076923,35.89772727272727,0.4807692307692308,34.52,1.1489361702127658,0.8425925925925926,2.7843381623652723,0.3043602520351157,0.125,0.9090909090909092,0.25,0.1826923076923076,0.2916666666666667,0.9325791190057764,2.84120627901135,4.03053989513637,0.0,0.0,0.189803336588245,38.0,-0.9625,0.3083333333333333,0.3173076923076923,0.0,-0.1048076923076923,0.0057692307692308,-2.0,-0.0499999999999999,-0.9692307692307692,37.0,-10.9,0.4833333333333333,-0.5,0.3029268989149057,0.3269230769230769,0.0,0.7097355769230769,1.0093457943925233,2.1933828368289383,4.0,0.4515828643043637,0.0041666666666666
GDPa1-049,-2.5,0.003431227863046,35.733333333333334,0.4642857142857143,39.14393939393939,1.1578947368421053,0.8542372881355932,2.825820645311832,0.473650185546816,0.140495867768595,0.8461538461538461,0.256198347107438,0.1696428571428571,0.3057851239669421,0.9165726299964736,2.740961851172064,3.961361000586559,-5.0,1.0,0.2882068497035115,36.0,-0.6125,0.3057851239669421,0.3392857142857143,-0.0925925925925925,-0.0794642857142857,0.0073789846517119,1.0,-0.0833333333333333,-0.8230769230769233,37.0,-8.899999999999999,0.4710743801652892,-1.0,0.1513513513513513,0.3035714285714285,1.0,0.726109430342385,0.9320728291316528,2.0288147638857867,6.0,0.469045944530738,0.0082644628099173
GDPa1-050,1.0,0.0026785714285714,36.42424242424242,0.4821428571428571,34.03125,1.3066666666666669,0.8509021842355176,2.794597882723361,0.2345843431967549,0.1517857142857142,0.8888888888888888,0.2232142857142857,0.1785714285714285,0.3571428571428571,0.9306943615263528,2.8140533196333664,4.022394108834001,0.0,0.0,0.2774505418658418,37.0,-0.7,0.3035714285714285,0.3348214285714286,0.0,-0.0892857142857142,0.0267857142857143,0.0,-0.0866666666666666,-0.3769230769230768,34.0,-10.0,0.4464285714285714,0.0,0.1513513513513513,0.3303571428571428,1.0,0.7128125000000001,0.9245283018867924,1.7331618256838328,7.333333333333333,0.4805388331374075,0.0
GDPa1-051,-1.5,0.0301506424457244,40.07070707070707,0.5135135135135135,36.362637362637365,1.1328571428571428,0.8551617873651772,2.8173303072001605,0.3323406661764675,0.1147540983606557,1.0,0.2704918032786885,0.1801801801801801,0.2622950819672131,0.933076313607887,2.7640610149757463,4.032688734455858,-7.5,0.0,0.2507721895183327,39.0,0.125,0.3278688524590163,0.3243243243243243,-0.1388888888888889,-0.1162162162162162,0.00760596662236,-1.0,-0.0466666666666666,-1.5307692307692304,40.0,-12.9,0.4590163934426229,1.0,0.1513636363636363,0.3243243243243243,0.0,0.7046649313247675,1.0054945054945057,1.9540313361150368,4.75,0.4664683451334678,0.0081967213114754
GDPa1-052,-4.0,0.0070491803278688,31.83333333333333,0.4545454545454545,34.70909090909091,1.1557894736842105,0.9625,2.8749617953348783,0.4841671329186237,0.1229508196721311,0.8333333333333334,0.2295081967213114,0.1272727272727272,0.319672131147541,0.9153247710001292,2.771501523025929,3.9559678437318,-3.5,1.0,0.2776962270870579,41.0,-1.025,0.3278688524590163,0.3136363636363636,-0.0648148148148148,-0.08,0.0166915052160953,-1.0,-0.0866666666666666,-0.4076923076923077,40.0,-8.8,0.4508196721311475,-1.5,0.1513761467889908,0.3090909090909091,1.0,0.7260409836065573,0.932009167303285,2.779703374702657,6.142857142857143,0.4829955851622386,0.0122950819672131
GDPa1-053,8.0,0.0215538847117794,43.22222222222222,0.5357142857142857,37.05194805194805,1.1644535240040856,0.8187134502923977,2.874473993938343,0.2295910599441872,0.131578947368421,1.375,0.2719298245614035,0.1607142857142857,0.2982456140350877,0.9255686324942354,2.764384857986695,4.000241076523312,1.0,1.0,0.2586103995288756,43.0,0.4874999999999999,0.3333333333333333,0.3080357142857143,0.0185185185185185,-0.0785714285714285,0.0388471177944862,0.0,-0.0999999999999999,-0.0153846153846154,38.0,-8.8,0.4122807017543859,3.5,0.1513513513513513,0.3214285714285714,1.0,0.7303778978696742,0.9395604395604396,3.2737168909409458,4.75,0.4848528983367495,0.0307017543859649
GDPa1-054,4.5,0.0076935588809369,40.0,0.5094339622641509,37.15,1.0962199312714775,0.8179012345679012,2.791151611167691,0.2614366512709379,0.1120689655172413,1.0909090909090908,0.2844827586206896,0.1509433962264151,0.2672413793103448,0.9214765703776772,2.730067541308697,3.982555478295736,2.0,0.0,0.2288220918809292,39.0,-0.5625,0.3017241379310345,0.3160377358490566,0.037037037037037,-0.070754716981132,0.0079700715679895,0.0,-0.0733333333333333,-0.0846153846153846,35.0,-7.5,0.4827586206896552,1.5,0.1514285714285714,0.3018867924528302,0.0,0.7178265289525049,1.013592233009709,2.138819328144482,5.571428571428571,0.4597236865925757,0.0129310344827586
GDPa1-055,5.0,0.0242521367521367,36.76136363636363,0.4642857142857143,33.09090909090909,1.085343228200371,0.8448275862068967,2.761126080930364,0.2295165253625167,0.1196581196581196,1.2222222222222223,0.2051282051282051,0.1696428571428571,0.2991452991452991,0.9368995553150096,2.818412761376739,4.049212510203416,0.5,0.0,0.2086360951496445,36.0,-0.875,0.3418803418803419,0.3392857142857143,0.0092592592592592,-0.0875,0.0125915750915751,-1.0,-0.0933333333333333,-0.5461538461538462,40.0,-9.8,0.4615384615384615,3.0,0.1513513513513513,0.3303571428571428,0.0,0.7306723137973138,0.9658018867924528,2.531496884137429,4.1,0.4767407671645366,0.0256410256410256
GDPa1-056,1.0,0.0178642561666922,38.125,0.4766355140186916,36.54,1.22,0.8434684684684685,2.867847547531952,0.4995746503163438,0.1311475409836065,0.9090909090909092,0.2295081967213114,0.1588785046728972,0.3114754098360656,0.9153433739394784,2.785432135148925,3.956048244298021,-1.0,1.0,0.3027382808418179,34.0,0.0749999999999999,0.3442622950819672,0.3411214953271028,-0.0185185185185185,-0.0719626168224299,0.0440478014401716,0.0,-0.0866666666666666,-0.0384615384615384,42.0,-7.7,0.4180327868852459,0.0,0.302843665768194,0.308411214953271,1.0,0.7462450206833154,0.9305084745762712,2.055351269369673,5.25,0.5013338832119059,0.0
GDPa1-057,4.0,0.01183970856102,38.395833333333336,0.4722222222222222,35.98765432098765,1.2464878671775224,0.84375,2.824233200173417,0.4185247748129382,0.1393442622950819,0.9,0.2131147540983606,0.1851851851851851,0.3278688524590163,0.8963036037371721,2.7970127665302327,3.8737597265404737,2.0,1.0,0.3084291298476049,35.0,0.0374999999999999,0.319672131147541,0.3379629629629629,0.037037037037037,-0.0888888888888888,0.0233758348512447,0.0,-0.0866666666666666,-0.023076923076923,39.0,-9.6,0.4344262295081967,0.0,0.3028169634985012,0.3055555555555556,1.0,0.7229701730418944,0.9268755935422602,2.7567460067367406,5.111111111111111,0.4827834061496175,0.0
GDPa1-058,4.0,0.04663229133097,36.27160493827161,0.5046728971962616,32.56,1.0762886597938144,0.8492063492063492,2.773871027059585,0.2282805827045511,0.1379310344827586,1.6666666666666667,0.2155172413793103,0.1682242990654205,0.3189655172413793,0.9317383188769146,2.721883225990931,4.026906017437257,-1.5,0.0,0.2297759354385246,40.0,-0.5375000000000001,0.3189655172413793,0.3130841121495327,-0.0277777777777777,-0.1121495327102803,0.0134547212375121,0.0,-0.0966666666666666,-0.4384615384615386,37.0,-12.000000000000002,0.4741379310344827,5.0,0.1514150943396226,0.3271028037383177,0.0,0.7126915485014502,1.0545454545454545,2.62031417124552,3.909090909090909,0.4681407554829147,0.043103448275862
GDPa1-059,6.5,0.0044247787610619,38.5625,0.504424778761062,35.888888888888886,1.27125,0.8450854700854701,2.859004428940848,0.3891470764925597,0.1592920353982301,1.0,0.2389380530973451,0.2123893805309734,0.3274336283185841,0.9324594426935424,2.871343936187751,4.030022662720234,2.0,0.0,0.2161181520187608,38.0,-0.5875000000000001,0.3185840707964602,0.331858407079646,0.037037037037037,-0.0823008849557522,0.0176991150442477,-1.0,-0.0999999999999999,-0.1769230769230769,36.0,-9.3,0.4778761061946903,0.5,0.1513392857142857,0.3185840707964602,0.0,0.715995575221239,0.9300411522633744,2.817161960575984,6.0,0.4611460185270177,0.0044247787610619
GDPa1-060,3.5,0.0042217209152433,39.65714285714286,0.4953271028037383,34.708333333333336,1.1851851851851851,0.8337662337662338,2.7981942341146904,0.4222037598756271,0.1551724137931034,1.0,0.2327586206896551,0.1588785046728972,0.3275862068965517,0.9133427687847788,2.721382996403509,3.947401772673148,-0.5,1.0,0.2996555096517238,37.0,-0.0875,0.3189655172413793,0.3271028037383178,-0.0092592592592592,-0.0766355140186916,0.0299709958105059,0.0,-0.0866666666666666,-0.8846153846153846,37.0,-8.200000000000001,0.4568965517241379,1.0,0.1514150943396226,0.2897196261682243,1.0,0.721639340960361,0.9575471698113208,2.0494330427559704,6.142857142857143,0.4671236650293366,0.0086206896551724
GDPa1-061,1.0,0.0271189171769255,39.57142857142857,0.4672897196261682,33.90277777777778,1.3533333333333335,0.8337662337662338,2.769836418655714,0.2606537797046995,0.146551724137931,0.8,0.2155172413793103,0.1588785046728972,0.3189655172413793,0.9190713715027192,2.8332431075696127,3.972160381704263,-2.0,1.0,0.3104930941095245,34.0,-0.0374999999999999,0.3275862068965517,0.3411214953271028,-0.037037037037037,-0.0504672897196261,0.0059619722848855,0.0,-0.0866666666666666,-0.9153846153846156,38.0,-5.4,0.4482758620689655,-1.0,0.1514150943396226,0.2616822429906542,1.0,0.732792257492749,0.928928928928929,2.265583446300714,6.142857142857143,0.4701588518965126,0.0086206896551724
GDPa1-062,-4.5,0.0200432532633042,40.93055555555556,0.4953271028037383,35.57692307692308,1.196703296703297,0.8492063492063492,2.8627164600729493,0.352634030168742,0.1239669421487603,0.7142857142857143,0.2892561983471074,0.1588785046728972,0.2727272727272727,0.9180798129695774,2.7438718739721897,3.967874937022152,-5.5,1.0,0.2653317265287094,35.0,0.5625000000000001,0.3057851239669421,0.3364485981308411,-0.1018518518518518,-0.0803738317757009,0.0480420174557812,0.0,-0.0933333333333333,-0.4846153846153846,37.0,-8.600000000000003,0.4297520661157025,-3.5,0.1514150943396226,0.2990654205607476,0.0,0.7346858345562679,0.9307692307692308,2.2741037528344905,5.571428571428571,0.479407233650604,0.0289256198347107
GDPa1-063,1.0,0.0098,36.25,0.4464285714285714,40.42657342657343,1.1424219345011422,0.8509021842355176,2.819440632799059,0.4574450916264392,0.128,1.0833333333333333,0.24,0.1517857142857142,0.304,0.9199730562086796,2.7610742662059025,3.976057398167683,2.0,1.0,0.3021130990391223,36.0,-0.3125,0.312,0.3392857142857143,0.037037037037037,-0.075,0.0165,0.0,-0.1499999999999999,-0.7923076923076925,39.0,-8.400000000000002,0.464,2.0,0.3027027027027026,0.3214285714285714,1.0,0.72031,0.9314456035767512,2.3381252152066363,6.428571428571429,0.4764965477314604,0.016
GDPa1-064,1.0,0.0164217936945209,36.833333333333336,0.4722222222222222,34.25,1.2324074074074074,0.8495575221238938,2.8734307457872346,0.2678168535840308,0.1239669421487603,0.9230769230769232,0.2809917355371901,0.1759259259259259,0.2809917355371901,0.903056756313918,2.7858819079356323,3.9029463663909727,-1.0,1.0,0.2615878521527227,34.0,-1.875,0.3388429752066115,0.3425925925925925,-0.0185185185185185,-0.0759259259259259,0.0342822161003979,0.0,-0.0866666666666666,-0.2769230769230769,41.0,-8.200000000000001,0.4297520661157025,0.0,0.3028169634985012,0.2962962962962963,1.0,0.7410141184573003,0.9320728291316528,2.0526524844837546,4.625,0.4888134583768768,0.0
GDPa1-065,-2.0,0.0345717787651294,38.73214285714285,0.4672897196261682,35.81818181818182,1.1557894736842105,0.8434684684684685,2.76591449704962,0.2671809460681604,0.1311475409836065,0.8333333333333334,0.2459016393442623,0.1401869158878504,0.2786885245901639,0.9267129662826648,2.793391593373191,4.005186804873454,-2.0,0.0,0.2302353458207548,39.0,0.45,0.3442622950819672,0.3177570093457944,-0.037037037037037,-0.0878504672897196,0.0144783208212042,0.0,-0.0366666666666666,-0.1153846153846153,42.0,-9.400000000000002,0.4672131147540984,-1.0,0.1514150943396226,0.3177570093457944,0.0,0.7325224069250804,1.008264462809917,2.116555982294495,4.0,0.4680241737888536,0.0081967213114754
GDPa1-066,5.5,0.0275198887773229,42.06493506493506,0.514018691588785,31.984615384615385,1.227387996618766,0.8337662337662338,2.8526412703272848,0.2711949343174039,0.1157024793388429,1.181818181818182,0.2479338842975206,0.1682242990654205,0.2727272727272727,0.918862015144446,2.7497242591696494,3.971255558577598,-0.5,1.0,0.2733843869551639,37.0,-1.2000000000000002,0.3471074380165289,0.3271028037383178,-0.0092592592592592,-0.0878504672897196,0.0254112921912412,-1.5,-0.0999999999999999,-0.1307692307692308,42.0,-9.4,0.4462809917355372,2.0,0.1514150943396226,0.2990654205607476,0.0,0.723570132076929,0.9307692307692308,2.9179855280238227,4.875,0.4792348134477779,0.0165289256198347
GDPa1-067,1.5,0.0137984610831606,37.94444444444444,0.4587155963302752,34.81818181818182,1.2222222222222223,0.8440265486725664,2.8126531600407905,0.3311489498510275,0.1290322580645161,1.0,0.2258064516129032,0.1559633027522936,0.2903225806451613,0.893535966186946,2.7227039424372923,3.861798196055686,-0.5,1.0,0.2885989011007956,37.0,-0.375,0.3548387096774194,0.3302752293577982,-0.0092592592592592,-0.0807339449541284,0.0198283515833086,0.0,-0.0833333333333333,-0.6307692307692309,44.0,-8.8,0.4354838709677419,0.5,0.3027907580477674,0.3302752293577982,1.0,0.7294044095886357,0.9717868338557994,2.70340205059732,6.0,0.4878725663520746,0.0040322580645161
GDPa1-068,2.0,0.0452675840978593,31.20833333333333,0.4862385321100917,42.225,1.136842105263158,1.3065068493150684,2.772284187706006,0.1331501068453296,0.1333333333333333,1.1111111111111112,0.2416666666666666,0.1559633027522936,0.2916666666666667,0.9001514502450992,2.683242369805151,3.8903898424678975,-2.5,0.0,0.2797955295329071,43.0,-0.5750000000000001,0.3166666666666666,0.3027522935779816,-0.0462962962962962,-0.1211009174311926,0.025611620795107,0.0,-0.0566666666666666,-0.123076923076923,38.0,-13.2,0.4583333333333333,1.5,0.1513888888888888,0.3486238532110092,0.0,0.7015609709480123,0.9210526315789476,1.9610387135882388,4.777777777777778,0.4522159943606104,0.0125
GDPa1-069,-0.5,0.0116469017513547,37.075,0.4859813084112149,34.083333333333336,1.2170454545454543,0.8434684684684685,2.833680896256175,0.2931047657917909,0.1176470588235294,0.7692307692307693,0.2352941176470588,0.1682242990654205,0.3109243697478991,0.91816459597779,2.779336044892765,3.968241363087315,-2.5,0.0,0.2375299532797675,34.0,-0.2375,0.3445378151260504,0.3411214953271028,-0.0462962962962962,-0.0738317757009345,0.0380114662687505,-1.0,-0.1033333333333333,-1.0615384615384615,41.0,-7.899999999999999,0.4285714285714285,-2.0,0.1514150943396226,0.2710280373831775,1.0,0.7430352234351685,0.9323361823361822,2.325283731720362,3.272727272727273,0.4900680104814566,0.0168067226890756
GDPa1-070,2.0,0.018900455432661,38.16666666666666,0.5094339622641509,37.40909090909091,1.0760667903525043,0.8431818181818183,2.777941518294841,0.306591746276398,0.1206896551724138,1.0,0.2672413793103448,0.160377358490566,0.2241379310344827,0.9214133568405296,2.761138639749334,3.982282273933559,-3.0,0.0,0.2956417819859587,37.0,-0.7,0.3103448275862069,0.3254716981132075,-0.0555555555555555,-0.0792452830188679,0.0187052700065061,-1.0,-0.0533333333333333,-0.6615384615384615,36.0,-8.4,0.4913793103448275,1.0,0.1514285714285714,0.3018867924528302,0.0,0.7244819453480807,1.013592233009709,1.788268220094452,5.428571428571429,0.451220435146654,0.0086206896551724
GDPa1-071,-1.0,0.055372445616348,36.266666666666666,0.5495495495495496,36.94444444444444,1.129591836734694,1.0858695652173913,2.805989789152646,0.3872072199104724,0.1544715447154471,1.0,0.2276422764227642,0.1711711711711711,0.3414634146341463,0.9239512247198752,2.7349593734114483,3.993250756422416,-3.5,1.0,0.2894716019829145,46.0,0.025,0.3170731707317073,0.2927927927927928,-0.0648148148148148,-0.1342342342342342,0.0747088551966601,0.0,-0.0866666666666666,-0.7923076923076924,39.0,-14.9,0.4308943089430894,0.5,0.1513636363636363,0.3783783783783784,1.0,0.6979834102395078,0.9265536723163842,2.05648949408935,4.5,0.4815712819477516,0.0040650406504065
GDPa1-072,6.0,0.0008776167471819,41.91666666666666,0.4814814814814814,35.142857142857146,1.0786435786435786,0.8181818181818182,2.76593767085987,0.412830016064474,0.1217391304347826,1.4,0.2869565217391304,0.1296296296296296,0.2347826086956521,0.8985373409936036,2.6349007156379103,3.8834137783456417,0.5,0.0,0.3045431945139377,42.0,-1.8125,0.2956521739130435,0.3055555555555556,0.0092592592592592,-0.0712962962962963,0.0180354267310788,2.0,-0.0533333333333333,-0.4615384615384613,34.0,-7.700000000000002,0.5043478260869565,4.5,0.1514018691588785,0.3518518518518518,0.0,0.7209031803542674,1.012101210121012,2.5880506670064625,4.75,0.4364974876339783,0.0391304347826087
GDPa1-073,0.5,0.038647891589068,40.40909090909091,0.5135135135135135,31.545454545454547,1.3522727272727273,0.8445652173913042,2.8220499985112,0.3734222871177937,0.1260504201680672,0.8461538461538461,0.2689075630252101,0.1711711711711711,0.2689075630252101,0.9269235425254428,2.6981467508412185,4.006096900253232,-0.5,1.0,0.2992441364819618,40.0,-1.15,0.3361344537815126,0.3198198198198198,-0.0092592592592592,-0.0873873873873874,0.0574608221667045,1.0,-0.0866666666666666,-0.8692307692307693,40.0,-9.700000000000005,0.4453781512605042,-1.5,0.1513636363636363,0.3243243243243243,1.0,0.7295249451131804,0.9323361823361822,2.2026346948403592,5.285714285714286,0.4665023703576709,0.0126050420168067
GDPa1-074,0.0,0.008955109544967,43.04285714285714,0.4859813084112149,38.81818181818182,1.04631217838765,0.8337662337662338,2.7575871434795167,0.3360631065166285,0.1229508196721311,0.7857142857142857,0.2704918032786885,0.1588785046728972,0.2786885245901639,0.9137955456287492,2.683878009156404,3.9493586416358175,-3.0,0.0,0.2329679858304292,37.0,0.4625000000000001,0.3114754098360656,0.3271028037383178,-0.0555555555555555,-0.0738317757009345,0.0065114141259384,0.0,-0.1166666666666666,-0.9230769230769232,38.0,-7.899999999999999,0.4672131147540984,-2.0,0.3028301886792453,0.2897196261682243,0.0,0.7197602267504213,1.0054945054945057,2.508609896801212,4.444444444444445,0.4672368415027987,0.0163934426229508
GDPa1-075,4.5,0.0206896551724137,40.65476190476191,0.5089285714285714,35.51515151515152,1.085034013605442,0.8347826086956521,2.786496985007555,0.2279611682679763,0.1120689655172413,1.0,0.2844827586206896,0.1696428571428571,0.2413793103448276,0.9264405191907856,2.715584214776513,4.004009308132691,2.0,0.0,0.2287322181532084,40.0,-1.7625,0.3017241379310345,0.3214285714285714,0.037037037037037,-0.075,0.0076970443349753,0.0,-0.0733333333333333,-0.7692307692307693,35.0,-8.4,0.5172413793103449,0.5,0.1513513513513513,0.3214285714285714,0.0,0.7290486453201971,1.0545454545454545,2.6834307051181723,4.75,0.4539847030271391,0.0043103448275862
GDPa1-076,0.5,0.0165057915057914,40.46875,0.4732142857142857,36.31944444444444,1.1472868217054264,0.9702970297029704,2.8804024762506453,0.2068261145717528,0.1441441441441441,1.0,0.2342342342342342,0.1428571428571428,0.2972972972972973,0.9172001659784496,2.7702101007051443,3.964073165977614,-3.5,1.0,0.2667427903108816,40.0,0.5625,0.3513513513513513,0.6428571428571428,-0.0648148148148148,-0.0678571428571428,0.0388513513513513,0.0,-0.1066666666666666,0.3846153846153846,39.0,-7.6,0.3963963963963964,1.0,0.1513513513513513,0.3125,1.0,0.9663348616473616,0.925,2.088597260100493,5.428571428571429,0.4962680300334779,0.009009009009009
GDPa1-077,7.0,0.0853146853146853,27.375,0.4727272727272727,34.63703703703704,1.0930930930930929,1.9503546099290776,2.7374130102035803,0.2355183652683737,0.1307692307692307,1.5,0.2461538461538461,0.1272727272727272,0.2846153846153846,0.8978275081437224,2.684423961736747,3.880345931809066,1.0,1.0,0.3216679885896895,46.0,0.3,0.3538461538461538,0.2909090909090909,0.0185185185185185,-0.1245454545454545,0.058041958041958,0.0,-0.06,-1.6615384615384616,46.0,-13.700000000000005,0.4461538461538462,5.0,0.1513761467889908,0.3818181818181818,1.0,0.7159895104895105,1.0799584631360333,3.4291237719408567,7.0,0.4749892555620688,0.0384615384615384
