antibody_id,isotype,fold,aa_comp_A,aa_comp_C,aa_comp_D,aa_comp_E,aa_comp_F,aa_comp_G,aa_comp_H,aa_comp_I,aa_comp_K,aa_comp_L,aa_comp_M,aa_comp_N,aa_comp_P,aa_comp_Q,aa_comp_R,aa_comp_S,aa_comp_T,aa_comp_V,aa_comp_W,aa_comp_Y,heavy_chain_length,light_chain_length,chain_length_ratio
GDPa1-069,0,0,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.018691588785046728,0.028037383177570093,0.08411214953271028,0.009345794392523364,0.056074766355140186,0.056074766355140186,0.04672897196261682,0.009345794392523364,0.0,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.1308411214953271,0.102803738317757,0.07476635514018691,0.018691588785046728,0.06542056074766354,119,107,1.1121495327102804
GDPa1-070,0,1,0.05660377358490566,0.018867924528301886,0.04716981132075472,0.02830188679245283,0.04716981132075472,0.07547169811320754,0.0,0.04716981132075472,0.04716981132075472,0.05660377358490566,0.009433962264150943,0.018867924528301886,0.05660377358490566,0.07547169811320754,0.03773584905660377,0.1509433962264151,0.10377358490566038,0.04716981132075472,0.009433962264150943,0.0660377358490566,116,106,1.0943396226415094
GDPa1-071,0,4,0.02702702702702703,0.018018018018018018,0.05405405405405406,0.036036036036036036,0.02702702702702703,0.09009009009009009,0.009009009009009009,0.04504504504504504,0.02702702702702703,0.04504504504504504,0.018018018018018018,0.04504504504504504,0.05405405405405406,0.05405405405405406,0.04504504504504504,0.1891891891891892,0.09009009009009009,0.05405405405405406,0.018018018018018018,0.05405405405405406,123,111,1.1081081081081081
GDPa1-072,0,0,0.037037037037037035,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.037037037037037035,0.09259259259259259,0.009259259259259259,0.05555555555555555,0.046296296296296294,0.07407407407407407,0.009259259259259259,0.009259259259259259,0.05555555555555555,0.05555555555555555,0.018518518518518517,0.19444444444444445,0.09259259259259259,0.06481481481481481,0.009259259259259259,0.06481481481481481,115,108,1.0648148148148149
GDPa1-073,0,0,0.04504504504504504,0.018018018018018018,0.036036036036036036,0.036036036036036036,0.036036036036036036,0.08108108108108109,0.018018018018018018,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.018018018018018018,0.009009009009009009,0.05405405405405406,0.06306306306306306,0.02702702702702703,0.18018018018018017,0.09009009009009009,0.04504504504504504,0.018018018018018018,0.06306306306306306,119,111,1.072072072072072
GDPa1-074,0,1,0.037383177570093455,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.04672897196261682,0.09345794392523364,0.018691588785046728,0.056074766355140186,0.056074766355140186,0.056074766355140186,0.009345794392523364,0.0,0.056074766355140186,0.07476635514018691,0.018691588785046728,0.14018691588785046,0.11214953271028037,0.056074766355140186,0.009345794392523364,0.07476635514018691,122,107,1.1401869158878504
GDPa1-075,0,1,0.05357142857142857,0.017857142857142856,0.03571428571428571,0.026785714285714284,0.03571428571428571,0.08035714285714286,0.017857142857142856,0.044642857142857144,0.0625,0.08035714285714286,0.008928571428571428,0.017857142857142856,0.044642857142857144,0.0625,0.026785714285714284,0.17857142857142858,0.08035714285714286,0.03571428571428571,0.026785714285714284,0.0625,116,112,1.0357142857142858
GDPa1-076,0,0,0.05357142857142857,0.03571428571428571,0.05357142857142857,0.017857142857142856,0.03571428571428571,0.09821428571428571,0.008928571428571428,0.03571428571428571,0.044642857142857144,0.07142857142857142,0.0,0.026785714285714284,0.044642857142857144,0.07142857142857142,0.017857142857142856,0.14285714285714285,0.08928571428571429,0.08035714285714286,0.008928571428571428,0.0625,111,112,0.9910714285714286
GDPa1-077,0,3,0.045454545454545456,0.01818181818181818,0.045454545454545456,0.00909090909090909,0.01818181818181818,0.12727272727272726,0.0,0.045454545454545456,0.045454545454545456,0.08181818181818182,0.0,0.045454545454545456,0.06363636363636363,0.05454545454545454,0.02727272727272727,0.14545454545454545,0.1,0.06363636363636363,0.01818181818181818,0.045454545454545456,130,110,1.1818181818181819
GDPa1-078,0,2,0.056074766355140186,0.018691588785046728,0.018691588785046728,0.04672897196261682,0.04672897196261682,0.09345794392523364,0.009345794392523364,0.06542056074766354,0.018691588785046728,0.09345794392523364,0.0,0.009345794392523364,0.06542056074766354,0.08411214953271028,0.056074766355140186,0.1588785046728972,0.07476635514018691,0.028037383177570093,0.018691588785046728,0.037383177570093455,117,107,1.0934579439252337
GDPa1-079,0,0,0.04672897196261682,0.018691588785046728,0.056074766355140186,0.028037383177570093,0.037383177570093455,0.08411214953271028,0.009345794392523364,0.056074766355140186,0.056074766355140186,0.07476635514018691,0.009345794392523364,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.1588785046728972,0.08411214953271028,0.04672897196261682,0.009345794392523364,0.037383177570093455,117,107,1.0934579439252337
GDPa1-080,0,1,0.056074766355140186,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.037383177570093455,0.07476635514018691,0.0,0.056074766355140186,0.056074766355140186,0.07476635514018691,0.009345794392523364,0.009345794392523364,0.04672897196261682,0.08411214953271028,0.037383177570093455,0.16822429906542055,0.09345794392523364,0.028037383177570093,0.018691588785046728,0.06542056074766354,126,107,1.1775700934579438
GDPa1-081,0,3,0.05504587155963303,0.01834862385321101,0.027522935779816515,0.03669724770642202,0.01834862385321101,0.11926605504587157,0.009174311926605505,0.03669724770642202,0.03669724770642202,0.05504587155963303,0.01834862385321101,0.045871559633027525,0.045871559633027525,0.045871559633027525,0.01834862385321101,0.1926605504587156,0.09174311926605505,0.06422018348623854,0.009174311926605505,0.05504587155963303,115,109,1.055045871559633
GDPa1-082,0,1,0.03636363636363636,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.02727272727272727,0.08181818181818182,0.00909090909090909,0.06363636363636363,0.045454545454545456,0.045454545454545456,0.00909090909090909,0.02727272727272727,0.06363636363636363,0.07272727272727272,0.01818181818181818,0.19090909090909092,0.09090909090909091,0.045454545454545456,0.02727272727272727,0.07272727272727272,119,110,1.0818181818181818
GDPa1-083,0,0,0.07476635514018691,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.037383177570093455,0.08411214953271028,0.0,0.056074766355140186,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.028037383177570093,0.056074766355140186,0.09345794392523364,0.056074766355140186,0.1308411214953271,0.07476635514018691,0.028037383177570093,0.018691588785046728,0.056074766355140186,119,107,1.1121495327102804
GDPa1-084,0,4,0.07207207207207207,0.018018018018018018,0.04504504504504504,0.018018018018018018,0.018018018018018018,0.14414414414414414,0.009009009009009009,0.036036036036036036,0.018018018018018018,0.08108108108108109,0.0,0.02702702702702703,0.06306306306306306,0.07207207207207207,0.02702702702702703,0.14414414414414414,0.07207207207207207,0.06306306306306306,0.009009009009009009,0.06306306306306306,121,111,1.09009009009009
GDPa1-085,0,4,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.04672897196261682,0.028037383177570093,0.08411214953271028,0.009345794392523364,0.037383177570093455,0.04672897196261682,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.04672897196261682,0.06542056074766354,0.028037383177570093,0.14018691588785046,0.06542056074766354,0.07476635514018691,0.009345794392523364,0.06542056074766354,118,107,1.102803738317757
GDPa1-086,0,2,0.056074766355140186,0.028037383177570093,0.037383177570093455,0.028037383177570093,0.04672897196261682,0.09345794392523364,0.018691588785046728,0.056074766355140186,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.018691588785046728,0.056074766355140186,0.07476635514018691,0.06542056074766354,0.1308411214953271,0.07476635514018691,0.028037383177570093,0.009345794392523364,0.04672897196261682,125,107,1.1682242990654206
GDPa1-087,0,0,0.07476635514018691,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.04672897196261682,0.09345794392523364,0.0,0.056074766355140186,0.04672897196261682,0.08411214953271028,0.0,0.009345794392523364,0.056074766355140186,0.07476635514018691,0.028037383177570093,0.16822429906542055,0.08411214953271028,0.037383177570093455,0.009345794392523364,0.04672897196261682,127,107,1.1869158878504673
GDPa1-088,0,2,0.08333333333333333,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.037037037037037035,0.08333333333333333,0.0,0.046296296296296294,0.027777777777777776,0.09259259259259259,0.0,0.018518518518518517,0.07407407407407407,0.06481481481481481,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.037037037037037035,0.018518518518518517,0.046296296296296294,118,108,1.0925925925925926
GDPa1-089,0,4,0.06542056074766354,0.018691588785046728,0.018691588785046728,0.04672897196261682,0.037383177570093455,0.08411214953271028,0.0,0.04672897196261682,0.04672897196261682,0.09345794392523364,0.0,0.018691588785046728,0.06542056074766354,0.056074766355140186,0.04672897196261682,0.1308411214953271,0.09345794392523364,0.037383177570093455,0.009345794392523364,0.08411214953271028,122,107,1.1401869158878504
GDPa1-090,0,3,0.07407407407407407,0.018518518518518517,0.037037037037037035,0.046296296296296294,0.037037037037037035,0.10185185185185185,0.0,0.046296296296296294,0.018518518518518517,0.10185185185185185,0.0,0.0,0.07407407407407407,0.07407407407407407,0.06481481481481481,0.1388888888888889,0.08333333333333333,0.018518518518518517,0.009259259259259259,0.05555555555555555,120,108,1.1111111111111112
GDPa1-091,0,2,0.07476635514018691,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.04672897196261682,0.09345794392523364,0.0,0.056074766355140186,0.04672897196261682,0.08411214953271028,0.0,0.009345794392523364,0.056074766355140186,0.07476635514018691,0.028037383177570093,0.16822429906542055,0.08411214953271028,0.037383177570093455,0.009345794392523364,0.04672897196261682,123,107,1.1495327102803738
GDPa1-092,0,0,0.04672897196261682,0.018691588785046728,0.056074766355140186,0.018691588785046728,0.037383177570093455,0.102803738317757,0.009345794392523364,0.056074766355140186,0.06542056074766354,0.06542056074766354,0.009345794392523364,0.009345794392523364,0.06542056074766354,0.06542056074766354,0.028037383177570093,0.14018691588785046,0.09345794392523364,0.037383177570093455,0.009345794392523364,0.06542056074766354,119,107,1.1121495327102804
GDPa1-093,0,4,0.07272727272727272,0.01818181818181818,0.05454545454545454,0.02727272727272727,0.01818181818181818,0.11818181818181818,0.00909090909090909,0.05454545454545454,0.03636363636363636,0.09090909090909091,0.0,0.02727272727272727,0.05454545454545454,0.06363636363636363,0.02727272727272727,0.13636363636363635,0.09090909090909091,0.03636363636363636,0.00909090909090909,0.05454545454545454,127,110,1.1545454545454545
GDPa1-094,0,3,0.026785714285714284,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.026785714285714284,0.10714285714285714,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.09821428571428571,0.017857142857142856,0.026785714285714284,0.07142857142857142,0.0625,0.03571428571428571,0.13392857142857142,0.0625,0.07142857142857142,0.017857142857142856,0.05357142857142857,119,112,1.0625
GDPa1-095,0,2,0.08333333333333333,0.018518518518518517,0.027777777777777776,0.037037037037037035,0.037037037037037035,0.08333333333333333,0.0,0.05555555555555555,0.027777777777777776,0.09259259259259259,0.009259259259259259,0.009259259259259259,0.06481481481481481,0.06481481481481481,0.046296296296296294,0.14814814814814814,0.09259259259259259,0.037037037037037035,0.009259259259259259,0.05555555555555555,126,108,1.1666666666666667
GDPa1-096,0,1,0.03571428571428571,0.017857142857142856,0.03571428571428571,0.044642857142857144,0.044642857142857144,0.08928571428571429,0.008928571428571428,0.05357142857142857,0.03571428571428571,0.08928571428571429,0.017857142857142856,0.03571428571428571,0.08035714285714286,0.0625,0.03571428571428571,0.13392857142857142,0.0625,0.0625,0.008928571428571428,0.044642857142857144,117,112,1.0446428571428572
GDPa1-097,0,0,0.05405405405405406,0.018018018018018018,0.04504504504504504,0.036036036036036036,0.05405405405405406,0.09009009009009009,0.0,0.036036036036036036,0.05405405405405406,0.07207207207207207,0.009009009009009009,0.018018018018018018,0.05405405405405406,0.08108108108108109,0.036036036036036036,0.13513513513513514,0.0990990990990991,0.05405405405405406,0.018018018018018018,0.036036036036036036,116,111,1.045045045045045
GDPa1-098,0,1,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.037383177570093455,0.08411214953271028,0.009345794392523364,0.056074766355140186,0.06542056074766354,0.09345794392523364,0.018691588785046728,0.009345794392523364,0.028037383177570093,0.08411214953271028,0.028037383177570093,0.14953271028037382,0.102803738317757,0.037383177570093455,0.018691588785046728,0.056074766355140186,120,107,1.1214953271028036
GDPa1-099,0,2,0.056074766355140186,0.018691588785046728,0.037383177570093455,0.056074766355140186,0.037383177570093455,0.07476635514018691,0.0,0.04672897196261682,0.037383177570093455,0.09345794392523364,0.0,0.009345794392523364,0.04672897196261682,0.08411214953271028,0.04672897196261682,0.1308411214953271,0.102803738317757,0.056074766355140186,0.018691588785046728,0.04672897196261682,121,107,1.1308411214953271
GDPa1-100,0,3,0.04672897196261682,0.018691588785046728,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.0,0.04672897196261682,0.04672897196261682,0.04672897196261682,0.028037383177570093,0.037383177570093455,0.037383177570093455,0.08411214953271028,0.037383177570093455,0.12149532710280374,0.102803738317757,0.06542056074766354,0.018691588785046728,0.04672897196261682,119,107,1.1121495327102804
GDPa1-101,0,1,0.07407407407407407,0.018518518518518517,0.018518518518518517,0.046296296296296294,0.037037037037037035,0.08333333333333333,0.0,0.046296296296296294,0.027777777777777776,0.06481481481481481,0.009259259259259259,0.037037037037037035,0.06481481481481481,0.08333333333333333,0.046296296296296294,0.12037037037037036,0.09259259259259259,0.05555555555555555,0.027777777777777776,0.046296296296296294,119,108,1.1018518518518519
GDPa1-102,0,2,0.08333333333333333,0.018518518518518517,0.037037037037037035,0.037037037037037035,0.046296296296296294,0.07407407407407407,0.0,0.046296296296296294,0.027777777777777776,0.08333333333333333,0.0,0.018518518518518517,0.08333333333333333,0.06481481481481481,0.05555555555555555,0.12962962962962962,0.08333333333333333,0.037037037037037035,0.018518518518518517,0.05555555555555555,126,108,1.1666666666666667
GDPa1-103,0,4,0.05405405405405406,0.018018018018018018,0.04504504504504504,0.018018018018018018,0.018018018018018018,0.13513513513513514,0.009009009009009009,0.036036036036036036,0.036036036036036036,0.09009009009009009,0.0,0.018018018018018018,0.06306306306306306,0.05405405405405406,0.02702702702702703,0.16216216216216217,0.08108108108108109,0.07207207207207207,0.018018018018018018,0.04504504504504504,117,111,1.054054054054054
GDPa1-104,0,3,0.06481481481481481,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.05555555555555555,0.08333333333333333,0.0,0.046296296296296294,0.027777777777777776,0.10185185185185185,0.0,0.0,0.07407407407407407,0.07407407407407407,0.046296296296296294,0.14814814814814814,0.08333333333333333,0.037037037037037035,0.009259259259259259,0.05555555555555555,124,108,1.1481481481481481
GDPa1-105,0,4,0.044642857142857144,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.026785714285714284,0.08035714285714286,0.0,0.03571428571428571,0.05357142857142857,0.08035714285714286,0.017857142857142856,0.026785714285714284,0.03571428571428571,0.08035714285714286,0.03571428571428571,0.14285714285714285,0.08035714285714286,0.0625,0.017857142857142856,0.08035714285714286,122,112,1.0892857142857142
GDPa1-106,0,2,0.06481481481481481,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.037037037037037035,0.1111111111111111,0.0,0.046296296296296294,0.027777777777777776,0.09259259259259259,0.0,0.0,0.06481481481481481,0.06481481481481481,0.05555555555555555,0.1574074074074074,0.08333333333333333,0.037037037037037035,0.009259259259259259,0.05555555555555555,126,108,1.1666666666666667
GDPa1-107,0,1,0.03773584905660377,0.018867924528301886,0.02830188679245283,0.02830188679245283,0.04716981132075472,0.08490566037735849,0.009433962264150943,0.05660377358490566,0.04716981132075472,0.07547169811320754,0.009433962264150943,0.0660377358490566,0.05660377358490566,0.08490566037735849,0.03773584905660377,0.12264150943396226,0.10377358490566038,0.02830188679245283,0.009433962264150943,0.04716981132075472,120,106,1.1320754716981132
GDPa1-108,0,3,0.08411214953271028,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.037383177570093455,0.08411214953271028,0.0,0.04672897196261682,0.028037383177570093,0.09345794392523364,0.0,0.018691588785046728,0.06542056074766354,0.06542056074766354,0.056074766355140186,0.14018691588785046,0.08411214953271028,0.037383177570093455,0.018691588785046728,0.04672897196261682,124,107,1.158878504672897
GDPa1-109,0,3,0.04504504504504504,0.018018018018018018,0.04504504504504504,0.07207207207207207,0.07207207207207207,0.08108108108108109,0.009009009009009009,0.05405405405405406,0.06306306306306306,0.04504504504504504,0.009009009009009009,0.02702702702702703,0.05405405405405406,0.07207207207207207,0.018018018018018018,0.12612612612612611,0.0990990990990991,0.06306306306306306,0.009009009009009009,0.018018018018018018,121,111,1.09009009009009
GDPa1-110,0,1,0.037383177570093455,0.018691588785046728,0.037383177570093455,0.04672897196261682,0.056074766355140186,0.08411214953271028,0.018691588785046728,0.06542056074766354,0.018691588785046728,0.06542056074766354,0.009345794392523364,0.028037383177570093,0.04672897196261682,0.056074766355140186,0.04672897196261682,0.19626168224299065,0.06542056074766354,0.04672897196261682,0.018691588785046728,0.037383177570093455,120,107,1.1214953271028036
GDPa1-111,0,0,0.03571428571428571,0.017857142857142856,0.044642857142857144,0.017857142857142856,0.05357142857142857,0.09821428571428571,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.08035714285714286,0.0,0.026785714285714284,0.05357142857142857,0.07142857142857142,0.03571428571428571,0.15178571428571427,0.09821428571428571,0.05357142857142857,0.008928571428571428,0.05357142857142857,121,112,1.0803571428571428
GDPa1-112,0,2,0.08333333333333333,0.018518518518518517,0.037037037037037035,0.037037037037037035,0.046296296296296294,0.07407407407407407,0.0,0.046296296296296294,0.027777777777777776,0.08333333333333333,0.0,0.018518518518518517,0.08333333333333333,0.06481481481481481,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.037037037037037035,0.018518518518518517,0.046296296296296294,119,108,1.1018518518518519
GDPa1-113,0,2,0.06481481481481481,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.046296296296296294,0.1111111111111111,0.0,0.046296296296296294,0.027777777777777776,0.08333333333333333,0.0,0.0,0.06481481481481481,0.07407407407407407,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.037037037037037035,0.018518518518518517,0.05555555555555555,118,108,1.0925925925925926
GDPa1-114,0,2,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.018691588785046728,0.037383177570093455,0.08411214953271028,0.018691588785046728,0.056074766355140186,0.037383177570093455,0.04672897196261682,0.018691588785046728,0.0,0.056074766355140186,0.07476635514018691,0.037383177570093455,0.1308411214953271,0.09345794392523364,0.07476635514018691,0.009345794392523364,0.07476635514018691,120,107,1.1214953271028036
GDPa1-115,0,1,0.03571428571428571,0.017857142857142856,0.05357142857142857,0.026785714285714284,0.03571428571428571,0.09821428571428571,0.0,0.044642857142857144,0.026785714285714284,0.08035714285714286,0.017857142857142856,0.026785714285714284,0.07142857142857142,0.0625,0.05357142857142857,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.008928571428571428,0.05357142857142857,120,112,1.0714285714285714
GDPa1-116,0,3,0.056074766355140186,0.018691588785046728,0.06542056074766354,0.028037383177570093,0.018691588785046728,0.08411214953271028,0.009345794392523364,0.056074766355140186,0.056074766355140186,0.08411214953271028,0.009345794392523364,0.0,0.04672897196261682,0.056074766355140186,0.037383177570093455,0.16822429906542055,0.102803738317757,0.028037383177570093,0.009345794392523364,0.06542056074766354,119,107,1.1121495327102804
GDPa1-117,0,4,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.026785714285714284,0.044642857142857144,0.08928571428571429,0.026785714285714284,0.05357142857142857,0.044642857142857144,0.08928571428571429,0.008928571428571428,0.017857142857142856,0.0625,0.0625,0.05357142857142857,0.14285714285714285,0.08035714285714286,0.07142857142857142,0.008928571428571428,0.044642857142857144,119,112,1.0625
GDPa1-118,0,4,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.044642857142857144,0.10714285714285714,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.07142857142857142,0.008928571428571428,0.008928571428571428,0.07142857142857142,0.0625,0.05357142857142857,0.15178571428571427,0.07142857142857142,0.08035714285714286,0.008928571428571428,0.05357142857142857,120,112,1.0714285714285714
GDPa1-119,0,1,0.018691588785046728,0.018691588785046728,0.08411214953271028,0.018691588785046728,0.028037383177570093,0.09345794392523364,0.0,0.06542056074766354,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.018691588785046728,0.06542056074766354,0.06542056074766354,0.028037383177570093,0.14018691588785046,0.11214953271028037,0.06542056074766354,0.009345794392523364,0.037383177570093455,115,107,1.074766355140187
GDPa1-120,0,0,0.05660377358490566,0.018867924528301886,0.03773584905660377,0.02830188679245283,0.03773584905660377,0.07547169811320754,0.0,0.05660377358490566,0.05660377358490566,0.0660377358490566,0.009433962264150943,0.009433962264150943,0.04716981132075472,0.08490566037735849,0.02830188679245283,0.1509433962264151,0.11320754716981132,0.03773584905660377,0.02830188679245283,0.05660377358490566,122,106,1.150943396226415
GDPa1-121,0,2,0.046296296296296294,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.046296296296296294,0.10185185185185185,0.037037037037037035,0.046296296296296294,0.027777777777777776,0.09259259259259259,0.0,0.009259259259259259,0.05555555555555555,0.046296296296296294,0.046296296296296294,0.1574074074074074,0.08333333333333333,0.046296296296296294,0.009259259259259259,0.05555555555555555,113,108,1.0462962962962963
GDPa1-122,0,2,0.04504504504504504,0.018018018018018018,0.06306306306306306,0.04504504504504504,0.036036036036036036,0.09009009009009009,0.009009009009009009,0.04504504504504504,0.04504504504504504,0.07207207207207207,0.018018018018018018,0.04504504504504504,0.05405405405405406,0.06306306306306306,0.036036036036036036,0.13513513513513514,0.06306306306306306,0.06306306306306306,0.009009009009009009,0.04504504504504504,118,111,1.063063063063063
GDPa1-123,0,3,0.06542056074766354,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.04672897196261682,0.09345794392523364,0.0,0.04672897196261682,0.037383177570093455,0.06542056074766354,0.0,0.018691588785046728,0.056074766355140186,0.06542056074766354,0.056074766355140186,0.1308411214953271,0.11214953271028037,0.06542056074766354,0.009345794392523364,0.037383177570093455,119,107,1.1121495327102804
GDPa1-124,0,4,0.07407407407407407,0.018518518518518517,0.05555555555555555,0.027777777777777776,0.018518518518518517,0.1111111111111111,0.009259259259259259,0.037037037037037035,0.027777777777777776,0.06481481481481481,0.0,0.046296296296296294,0.046296296296296294,0.06481481481481481,0.046296296296296294,0.1388888888888889,0.07407407407407407,0.07407407407407407,0.009259259259259259,0.05555555555555555,121,108,1.1203703703703705
GDPa1-125,0,3,0.06542056074766354,0.018691588785046728,0.009345794392523364,0.056074766355140186,0.037383177570093455,0.09345794392523364,0.009345794392523364,0.07476635514018691,0.028037383177570093,0.056074766355140186,0.009345794392523364,0.009345794392523364,0.056074766355140186,0.07476635514018691,0.037383177570093455,0.1588785046728972,0.09345794392523364,0.037383177570093455,0.028037383177570093,0.04672897196261682,123,107,1.1495327102803738
GDPa1-126,0,1,0.05405405405405406,0.018018018018018018,0.05405405405405406,0.02702702702702703,0.05405405405405406,0.09009009009009009,0.0,0.05405405405405406,0.05405405405405406,0.04504504504504504,0.018018018018018018,0.02702702702702703,0.05405405405405406,0.08108108108108109,0.02702702702702703,0.15315315315315314,0.08108108108108109,0.05405405405405406,0.018018018018018018,0.036036036036036036,116,111,1.045045045045045
GDPa1-127,0,3,0.07476635514018691,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.037383177570093455,0.07476635514018691,0.0,0.04672897196261682,0.028037383177570093,0.09345794392523364,0.009345794392523364,0.018691588785046728,0.056074766355140186,0.07476635514018691,0.056074766355140186,0.14018691588785046,0.08411214953271028,0.037383177570093455,0.018691588785046728,0.056074766355140186,123,107,1.1495327102803738
GDPa1-128,0,2,0.0673076923076923,0.019230769230769232,0.019230769230769232,0.04807692307692308,0.019230769230769232,0.10576923076923077,0.019230769230769232,0.04807692307692308,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.009615384615384616,0.057692307692307696,0.038461538461538464,0.04807692307692308,0.16346153846153846,0.09615384615384616,0.038461538461538464,0.019230769230769232,0.0673076923076923,120,104,1.1538461538461537
GDPa1-129,0,1,0.017857142857142856,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.05357142857142857,0.09821428571428571,0.026785714285714284,0.0625,0.03571428571428571,0.05357142857142857,0.008928571428571428,0.017857142857142856,0.0625,0.07142857142857142,0.0625,0.13392857142857142,0.0625,0.08928571428571429,0.008928571428571428,0.03571428571428571,118,112,1.0535714285714286
GDPa1-130,0,1,0.03571428571428571,0.017857142857142856,0.05357142857142857,0.026785714285714284,0.03571428571428571,0.09821428571428571,0.0,0.044642857142857144,0.026785714285714284,0.08035714285714286,0.017857142857142856,0.026785714285714284,0.07142857142857142,0.0625,0.05357142857142857,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.008928571428571428,0.05357142857142857,120,112,1.0714285714285714
GDPa1-131,0,0,0.04672897196261682,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.037383177570093455,0.07476635514018691,0.0,0.04672897196261682,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.009345794392523364,0.056074766355140186,0.08411214953271028,0.04672897196261682,0.14953271028037382,0.09345794392523364,0.06542056074766354,0.009345794392523364,0.06542056074766354,118,107,1.102803738317757
GDPa1-132,0,4,0.04424778761061947,0.017699115044247787,0.05309734513274336,0.035398230088495575,0.02654867256637168,0.07964601769911504,0.0,0.04424778761061947,0.05309734513274336,0.07964601769911504,0.008849557522123894,0.035398230088495575,0.05309734513274336,0.07964601769911504,0.02654867256637168,0.1415929203539823,0.07964601769911504,0.05309734513274336,0.017699115044247787,0.07079646017699115,120,113,1.0619469026548674
GDPa1-133,0,2,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.07476635514018691,0.028037383177570093,0.04672897196261682,0.056074766355140186,0.028037383177570093,0.018691588785046728,0.009345794392523364,0.04672897196261682,0.06542056074766354,0.037383177570093455,0.11214953271028037,0.12149532710280374,0.08411214953271028,0.009345794392523364,0.056074766355140186,120,107,1.1214953271028036
GDPa1-134,0,1,0.04716981132075472,0.018867924528301886,0.04716981132075472,0.018867924528301886,0.03773584905660377,0.07547169811320754,0.009433962264150943,0.0660377358490566,0.04716981132075472,0.04716981132075472,0.018867924528301886,0.009433962264150943,0.04716981132075472,0.07547169811320754,0.018867924528301886,0.1792452830188679,0.10377358490566038,0.04716981132075472,0.018867924528301886,0.0660377358490566,121,106,1.1415094339622642
GDPa1-135,0,2,0.08108108108108109,0.018018018018018018,0.036036036036036036,0.02702702702702703,0.018018018018018018,0.13513513513513514,0.009009009009009009,0.036036036036036036,0.036036036036036036,0.08108108108108109,0.0,0.02702702702702703,0.07207207207207207,0.05405405405405406,0.02702702702702703,0.13513513513513514,0.08108108108108109,0.07207207207207207,0.009009009009009009,0.04504504504504504,120,111,1.0810810810810811
GDPa1-136,0,3,0.05309734513274336,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.04424778761061947,0.09734513274336283,0.008849557522123894,0.04424778761061947,0.05309734513274336,0.08849557522123894,0.008849557522123894,0.04424778761061947,0.05309734513274336,0.07079646017699115,0.02654867256637168,0.13274336283185842,0.07079646017699115,0.05309734513274336,0.008849557522123894,0.04424778761061947,119,113,1.0530973451327434
GDPa1-137,0,4,0.026785714285714284,0.017857142857142856,0.03571428571428571,0.026785714285714284,0.05357142857142857,0.08928571428571429,0.026785714285714284,0.044642857142857144,0.017857142857142856,0.08928571428571429,0.0,0.026785714285714284,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.15178571428571427,0.07142857142857142,0.07142857142857142,0.008928571428571428,0.026785714285714284,120,112,1.0714285714285714
