antibody_id,cdr_pca_0,cdr_pca_1,cdr_pca_2,cdr_pca_3,cdr_pca_4,cdr_pca_5,cdr_pca_6,cdr_pca_7,cdr_pca_8,cdr_pca_9,cdr_pca_10,cdr_pca_11,cdr_pca_12,cdr_pca_13,cdr_pca_14,cdr_pca_15,cdr_pca_16,cdr_pca_17,cdr_pca_18,cdr_pca_19,mi_5_10,mi_5_15,mi_10_15,mi_20_25,mi_20_30,mi_25_30,isotype_confidence,isotype_score_IgG,isotype_score_IgA,isotype_score_IgM,isotype_score_IgE,isotype_score_IgD,predicted_isotype_IgE,combined_hydrophobic_area,vh_hydrophobic_surface_area,vl_min_cys_spacing,vh_min_cys_spacing,vl_hydrophobic_surface_area,vl_avg_cys_spacing,vh_avg_cys_spacing,vh_turn_formers_count,vh_helix_formers_count,vl_turn_formers_count,vl_charge_separation,vl_flexible_residues_count,vh_surface_polar_count,vh_hydrophobic_core_count,vh_core_size,vh_flexible_residues_count,combined_net_charge,vl_helix_formers_count,vh_charge_separation,vl_surface_polar_count,vh_sheet_formers_count,vl_max_cys_spacing,vl_sheet_formers_count,vh_net_charge,vl_high_curvature_regions,vl_helix_breakers_count,vl_sheet_breakers_count,vl_thermal_stability_sum,vh_high_curvature_regions,vh_helix_breakers_count,vh_sheet_breakers_count,vl_hydrophobic_core_count,vl_core_size,vl_net_charge,vh_thermal_stability_sum,vh_vl_charge_balance,vh_negative_charge_count,vh_positive_charge_count,vh_thermal_motif_balance,vl_estimated_tm_contribution,vh_rigid_residues_count,vl_positive_charge_count,vl_negative_charge_count,vh_estimated_tm_contribution,vh_absolute_charge,vl_absolute_charge,vl_rigid_residues_count,full_aromatic_stacking_count,vh_thermolabile_GG_count,vh_thermal_motif_ratio,vh_flexibility_ratio,l1_S_count,vl_thermal_motif_balance,l2_K_count,HIC_delta_G_ML,PR_CHO,AC-SINS_pH7.4_nmol/mg,Tm2_DSF_degC,Titer_g/L
GDPa1-049,1.7882125015378978,-0.03883350872772476,0.1469745807337896,-0.08226521064268674,-0.1508749341667066,-0.45179128414842745,-0.02332711185224564,-0.016585307121905157,0.09407469193815995,-0.08215455071280511,0.04941420212433979,0.01274275445605778,0.03455137553120066,0.09936113885750793,0.056477457962971093,0.02310321411281455,0.02235761820291767,0.0033005311453714343,-0.09834234669408545,0.028119698381834448,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,248.8,119.1,70.0,74.0,129.7,70.0,74.0,37.0,31.0,34.0,35.733333333333334,36.0,57.0,39.0,39.0,42.0,-2.5,24.0,39.14393939393939,52.0,37.0,70.0,37.0,-1.0,18.0,18.0,18.0,-8.899999999999999,16.0,16.0,16.0,35.0,35.0,-1.5,-9.200000000000005,0.5,12.0,11.0,-2.0,80.35714285714286,6.0,9.0,10.0,78.92561983471074,1.0,1.5,8.0,3.0,3.0,0.4,6.0,2.0,0.0,0.0,2.865,,0.125,,139.45
GDPa1-050,0.3847009230392231,-2.3414003122480795,-0.09010934576063014,0.72224239505109,0.15374007159786668,-0.38153144371200265,0.035842887757468696,0.027942798091807428,-0.01043928030761041,-0.07877307122832539,0.0034796849475558097,0.08687244112892037,-0.07161732537820138,-0.03642984508363194,-0.012728553833955486,0.08182480222049714,0.07466437126366832,-0.0096442926845014,-0.02891659187548278,-0.03332781342972351,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229.2,112.6,70.0,74.0,116.6,70.0,74.0,40.0,25.0,37.0,36.42424242424242,37.0,50.0,35.0,35.0,44.0,1.0,24.0,34.03125,54.0,34.0,70.0,36.0,0.0,18.0,18.0,18.0,-10.0,18.0,18.0,18.0,32.0,32.0,1.0,-10.3,1.0,8.0,8.0,-1.0,80.17857142857142,5.0,11.0,9.0,77.32142857142857,0.0,1.0,10.0,3.0,3.0,0.6666666666666666,7.333333333333333,2.0,0.0,0.0,2.89,,18.125,84.71,151.23
GDPa1-051,1.7160769655406471,0.17477206712040327,-0.5825026412878888,-0.008955441283029983,0.04695231253705652,-0.0765294551893578,0.04596986410484422,0.09800970471219264,-0.006701773714169768,0.034871277285022165,-0.05923798745998007,-0.11837282808172228,0.042438920842630845,-0.02617489196707012,-0.06320789825739931,0.0737021885373665,-0.09089895391817367,-0.000385673218002987,0.05361806912215025,0.05740089804084868,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,214.6,113.7,69.0,74.0,100.9,69.0,74.0,32.0,33.0,36.0,40.07070707070707,39.0,56.0,37.0,37.0,38.0,-1.5,27.0,36.362637362637365,57.0,40.0,69.0,30.0,1.0,16.0,16.0,16.0,-12.9,17.0,17.0,17.0,30.0,30.0,-2.5,-10.500000000000002,3.5,13.0,14.0,3.0,77.56756756756758,7.0,9.0,11.0,79.34426229508196,1.0,2.5,7.0,2.0,0.0,3.0,4.75,1.0,1.0,2.0,2.4450000000000003,0.057784628,-0.375,,303.51
GDPa1-052,1.7529564346881674,0.025072981212891608,0.034183393228942024,-0.1177809286896062,0.19560419790425934,0.03164616074662199,0.12021724862245552,-0.11787252866937169,0.11210261923280221,-0.04021233019085253,0.07280365373039954,0.12668242814573147,-0.1638949348369253,-0.09167500524407016,-0.07690652909672187,-0.1005925904503833,-0.058306669149769674,-0.035601768043207735,-0.05777927509240259,0.004118530691162449,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,251.3,128.3,68.0,74.0,123.0,68.0,74.0,39.0,28.0,34.0,31.83333333333333,41.0,55.0,40.0,40.0,43.0,-4.0,25.0,34.70909090909091,50.0,40.0,68.0,31.0,-1.5,19.0,19.0,19.0,-8.8,17.0,17.0,17.0,36.0,36.0,-2.5,-8.900000000000004,1.0,11.0,10.0,0.0,80.0,6.0,6.0,8.0,79.01639344262294,1.5,2.5,8.0,4.0,3.0,0.8,6.142857142857143,3.0,-3.0,0.0,2.59,0.0,-0.875,81.7,164.3
GDPa1-053,1.026903388452456,-1.0671888211260432,-0.31667429631047056,0.37831859643850596,0.2343562722376807,0.3327239252880977,0.010656495817915482,0.0642511650762933,-0.01777792541374662,0.10749486934017757,-0.13263769712731693,-0.03502214924617704,0.05771218544090541,0.08083376126458439,0.05682235016244795,0.1274049897886814,-0.004909854530766994,0.0340414194706443,-0.05563917895694184,0.034275376032783876,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231.6,121.2,70.0,74.0,110.4,70.0,74.0,34.0,31.0,36.0,43.22222222222222,43.0,47.0,39.0,39.0,38.0,8.0,25.0,37.05194805194805,60.0,38.0,70.0,32.0,3.5,15.0,15.0,15.0,-8.8,18.0,18.0,18.0,32.0,32.0,4.5,-6.5,1.0,7.0,11.0,-1.0,78.03571428571428,7.0,12.0,6.0,80.70175438596492,3.5,4.5,8.0,4.0,3.0,0.6,4.75,2.0,-1.0,2.0,2.48,,0.0,76.42,34.26
GDPa1-054,-1.0923218829860755,0.04500591148604214,0.043832165711052216,-0.11565531895670096,0.2575609302190039,0.09593147886449474,-0.027917223506683735,0.09458487349515346,-0.09644744146394317,0.03780035023409379,-0.0005912174370174392,0.007515008006840107,-7.071204575640661e-05,0.06882699219348398,-0.05792432419707684,0.04337958026170711,-0.04412725082160456,0.03166593171824584,0.037747346127965195,-0.04203467702773105,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207.0,106.1,64.0,74.0,100.9,64.0,74.0,31.0,33.0,32.0,40.0,39.0,56.0,34.0,34.0,39.0,4.5,25.0,37.15,54.0,35.0,64.0,30.0,1.5,14.0,14.0,14.0,-7.5,15.0,15.0,15.0,30.0,30.0,3.0,-9.1,1.5,10.0,12.0,2.0,77.9245283018868,6.0,10.0,6.0,78.10344827586206,1.5,3.0,7.0,2.0,1.0,1.5,5.571428571428571,3.0,1.0,2.0,2.58,0.124340188,-0.375,77.715,261.98
GDPa1-055,1.8022963980978999,-0.08878175503299265,0.38543478047216334,-0.044899382273289774,-0.22829746597510006,-0.1318444310292727,-0.04753355962436223,-0.06952306861671446,-0.1571385758052788,0.05989585970402923,0.06782398637019517,-0.028178543323162376,0.21714170301852298,-0.03245689343502294,-0.057630681289610505,-0.047243824436153145,-0.08996867765984885,0.05636117803771141,0.029521983303250548,-0.020929992060652373,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240.0,118.9,70.0,74.0,121.1,70.0,74.0,35.0,24.0,37.0,36.76136363636363,36.0,54.0,35.0,35.0,41.0,5.0,25.0,33.09090909090909,52.0,40.0,70.0,37.0,3.0,19.0,19.0,19.0,-9.8,17.0,17.0,17.0,33.0,33.0,2.0,-7.4,1.0,8.0,11.0,2.0,80.71428571428571,9.0,11.0,8.0,79.57264957264957,3.0,2.0,10.0,3.0,1.0,1.5,4.1,2.0,0.0,0.0,2.7300000000000004,0.361068007,3.125,82.61,464.78
GDPa1-056,-1.0703889724530324,-0.023631159415420044,0.2532008951909513,-0.1375629357080987,0.16880522539308424,-0.0784343740331095,0.09818291562279749,0.02765871244018388,0.04894424461908243,-0.047516610309460146,0.029708868348948238,0.052239424689118415,-0.01972133549509668,0.011458036834915144,0.028953445890747595,0.012185882029476064,-0.029618420642173765,-0.015191216150180622,-0.007236330313222176,0.1305606018770081,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,246.0,140.1,65.0,74.0,105.9,65.0,74.0,38.0,28.0,33.0,38.125,34.0,51.0,45.0,45.0,42.0,1.0,31.0,36.54,51.0,42.0,65.0,29.0,0.0,16.0,16.0,16.0,-7.7,19.0,19.0,19.0,33.0,33.0,1.0,-6.6,1.0,10.0,10.0,-1.0,81.58878504672897,7.0,9.0,8.0,81.31147540983606,0.0,1.0,10.0,4.0,3.0,0.6,5.25,2.0,1.0,0.0,2.67,0.0,0.625,85.065,228.75
GDPa1-057,0.35623428012445557,-0.045362714380699866,0.19180887084536968,-0.048475760573570455,-0.15406501149340263,0.13772484200561122,0.10435802155922198,0.09345698965387128,0.08550623959265646,0.007322372632654634,0.159951647225605,-0.01042620368410982,-0.0972277622432366,0.05466215677699076,-0.030949208441438836,-0.009334768855177885,-0.02249611763357092,0.05518614093813828,-0.0016801932704955723,0.04265835473795117,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230.7,125.6,66.0,74.0,105.1,66.0,74.0,40.0,26.0,33.0,38.395833333333336,35.0,53.0,41.0,41.0,46.0,4.0,32.0,35.98765432098765,51.0,39.0,66.0,29.0,0.0,19.0,19.0,19.0,-9.6,20.0,20.0,20.0,31.0,31.0,4.0,-9.400000000000002,4.0,9.0,9.0,-1.0,79.44444444444444,8.0,12.0,8.0,79.8360655737705,0.0,4.0,8.0,4.0,3.0,0.6,5.111111111111111,1.0,0.0,0.0,2.43,0.0,11.0,,259.84
GDPa1-058,-1.091232994972995,0.07510434806652526,-0.16198534576985402,-0.03462830983204687,-0.017052260921052602,-0.2125911964733764,-0.2886160255195495,0.09314977641991258,-0.14638644602874093,0.04051905796294665,0.09174692768494958,-0.07916809659505282,0.052948754809679234,-0.0904582272246448,0.0890181645973741,-0.0776484216514093,-0.010263339612934328,-0.06104717271159808,0.0701646685558177,-0.033466243207151074,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,214.9,113.2,65.0,74.0,101.7,65.0,74.0,37.0,25.0,35.0,36.27160493827161,40.0,55.0,35.0,35.0,43.0,4.0,21.0,32.56,54.0,37.0,65.0,32.0,5.0,17.0,17.0,17.0,-12.000000000000002,17.0,17.0,17.0,29.0,29.0,-1.0,-7.600000000000001,6.0,5.0,10.0,2.0,77.28971962616822,10.0,9.0,9.0,79.82758620689654,5.0,1.0,7.0,3.0,0.0,2.0,3.909090909090909,0.0,1.0,2.0,2.535,0.206830463,1.0,82.33,307.59
GDPa1-059,1.085473608537444,-1.2175205286455546,0.08706019136370785,0.4285497190379183,-0.16742644335357412,0.134826612866364,-0.04668572079341524,0.15324449582240593,-0.0343273124111281,0.0012600959190741615,0.1350374642633291,-0.11951181222969083,0.0010974162415428748,0.049783206853013726,-0.04008305918371419,-0.06939358242771185,0.023633911248078513,0.0549192983522272,0.02138298531672773,7.868897860033568e-05,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228.0,107.2,70.0,74.0,120.8,70.0,74.0,37.0,27.0,36.0,38.5625,38.0,54.0,34.0,34.0,42.0,6.5,30.0,35.888888888888886,57.0,36.0,70.0,33.0,0.5,17.0,17.0,17.0,-9.3,15.0,15.0,15.0,34.0,34.0,6.0,-9.8,5.5,9.0,10.0,2.0,79.5575221238938,6.0,16.0,8.0,77.78761061946904,0.5,6.0,8.0,3.0,1.0,1.5,6.0,1.0,-1.0,1.0,2.745,0.344627868,15.625,84.345,228.75
GDPa1-060,-1.0982307599856882,0.08511977515381025,-0.25962030883682646,-0.06036275150668079,0.03959747566606523,-0.08917977656551801,0.01975790977725591,0.042908441713900715,0.08971211125433806,-0.02558180706401462,0.10753055893130167,0.09858444069571894,-0.15503509867690787,0.04073140020179206,0.030678209729365344,0.04997117069741127,-0.018443080757509406,0.08966307894258821,0.035066385124252863,-0.040231107584172435,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,211.5,114.1,65.0,74.0,97.4,65.0,74.0,38.0,27.0,31.0,39.65714285714286,37.0,53.0,37.0,37.0,43.0,3.5,27.0,34.708333333333336,53.0,37.0,65.0,30.0,1.0,15.0,15.0,15.0,-8.200000000000001,16.0,16.0,16.0,30.0,30.0,2.5,-8.400000000000002,1.5,8.0,9.0,-1.0,78.78504672897196,6.0,10.0,7.0,78.44827586206897,1.0,2.5,8.0,2.0,3.0,0.6,6.142857142857143,1.0,0.0,2.0,2.71,0.0,1.625,80.83,345.31
GDPa1-061,-1.096952155067674,0.09181373932303745,-0.33903206844524986,-0.00017237297397493833,-0.14529181559253473,-0.061836296162305945,0.04241790240884184,0.07598753751452006,0.06577412102601123,-0.037527618721660494,0.1537816890491244,0.12388081521165899,-0.1341036376661225,0.018480386900743363,0.04581817838527803,-0.00042546474400678074,0.0438532155345278,0.06229702272306621,0.0071767201109474415,-0.014554121823554169,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,214.0,108.5,65.0,74.0,105.5,65.0,74.0,37.0,25.0,28.0,39.57142857142857,34.0,52.0,35.0,35.0,43.0,1.0,28.0,33.90277777777778,50.0,38.0,65.0,33.0,-1.0,15.0,15.0,15.0,-5.4,17.0,17.0,17.0,33.0,33.0,2.0,-9.000000000000002,3.0,9.0,8.0,1.0,81.02803738317758,6.0,10.0,7.0,77.75862068965517,1.0,2.0,9.0,4.0,3.0,1.0,6.142857142857143,0.0,1.0,2.0,2.96,0.0,8.0,75.815,241.97
GDPa1-062,-1.0908860939076426,0.041758208576636584,-0.024465525836027215,-0.029337030587516168,0.003445229223153927,0.16770985757922452,-0.008150787745893302,0.026387946652960924,-0.09065547948797684,-0.04793257296400463,-0.12202167243782192,0.2106395363850412,0.006677770650430452,-0.03621756860742471,-0.05331536797495293,-0.12821396077190922,-0.018323866080410128,0.06090830860945374,-0.04060737327329179,-0.11518630055172506,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,234.6,130.3,65.0,74.0,104.3,65.0,74.0,33.0,35.0,32.0,40.93055555555556,35.0,52.0,44.0,44.0,39.0,-4.5,28.0,35.57692307692308,53.0,37.0,65.0,30.0,-3.5,15.0,15.0,15.0,-8.600000000000003,17.0,17.0,17.0,31.0,31.0,-1.0,-7.300000000000001,2.5,13.0,10.0,1.0,79.53271028037383,6.0,8.0,9.0,81.07438016528926,3.5,1.0,8.0,2.0,3.0,1.0,5.571428571428571,0.0,1.0,2.0,2.79,0.227966916,11.5,,206.92
GDPa1-063,1.7971145061370966,-0.09452066580154873,0.2665854919333373,-0.09545087982690054,-0.2036493610103295,-0.22460083186744947,-0.05105262049666132,-0.2928712560329518,0.05280394990767564,0.025609321328854472,0.03209932384919089,0.1774007631232361,-0.024018114551188647,0.08259282895732559,-0.07796457903895483,0.015027103366671093,-0.11075472607545478,-0.05750101455879082,0.03289526935554454,0.018615194223909396,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,244.4,123.6,70.0,74.0,120.8,70.0,74.0,38.0,30.0,36.0,36.25,36.0,58.0,38.0,38.0,45.0,1.0,24.0,40.42657342657343,50.0,39.0,70.0,38.0,2.0,18.0,18.0,18.0,-8.400000000000002,19.0,19.0,19.0,34.0,34.0,-1.0,-10.600000000000003,3.0,11.0,13.0,1.0,80.0,6.0,8.0,9.0,77.84,2.0,1.0,8.0,5.0,3.0,1.0,6.428571428571429,2.0,1.0,0.0,2.915,0.158747892,15.0,79.99000000000001,109.47
GDPa1-064,0.3532587235754181,-0.06070572234665488,0.25815751929648056,-0.10160233750646862,-0.011652775368730573,0.12668060347203622,0.07626047333309365,-0.01862416121005503,0.22954391280649958,0.1389905355240751,0.03556497563259289,-0.04978968530330747,-0.05376892024449301,0.04197570154287505,-0.07400658752946536,-0.0392050467906126,-0.015750304747021635,0.02841322949403453,0.008333537547755945,-0.026897119142329114,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,234.1,128.0,66.0,74.0,106.1,66.0,74.0,34.0,34.0,32.0,36.833333333333336,34.0,52.0,43.0,43.0,37.0,1.0,30.0,34.25,51.0,41.0,66.0,31.0,0.0,17.0,17.0,17.0,-8.200000000000001,17.0,17.0,17.0,32.0,32.0,1.0,-7.2,1.0,12.0,12.0,0.0,80.55555555555556,7.0,10.0,9.0,81.5702479338843,0.0,1.0,9.0,4.0,3.0,0.8,4.625,2.0,1.0,0.0,2.63,0.0,4.5,84.78,196.76
GDPa1-065,-1.0948546533858614,0.08474144730652881,-0.34412854398204445,0.0012486136610355557,-0.19222340051285422,-0.01631246114228956,0.03353525185576416,-0.06492989850015116,-0.06158868541644184,-0.013665089008839412,-0.010645978831625286,0.09852468933470356,0.012882654886877887,-0.17336728420709585,-0.14337651247971678,-0.015985523421345543,-0.003890778565970854,0.13847261422523063,-0.020856475366395833,0.10737903759317538,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235.1,122.2,65.0,74.0,112.9,65.0,74.0,34.0,30.0,34.0,38.73214285714285,39.0,57.0,40.0,40.0,40.0,-2.0,24.0,35.81818181818182,50.0,42.0,65.0,31.0,-1.0,17.0,17.0,17.0,-9.400000000000002,15.0,15.0,15.0,33.0,33.0,-1.0,-6.5,0.0,11.0,10.0,2.0,78.97196261682242,9.0,7.0,8.0,80.98360655737704,1.0,1.0,7.0,5.0,0.0,2.0,4.0,0.0,1.0,2.0,2.865,0.0,-0.375,,327.32
GDPa1-066,-1.08269686426089,-0.007740047603902886,0.11952433474242977,-0.05036940235486347,-0.038366500890743074,0.37655195984932593,0.021245105394831983,0.07208535097150734,-0.004821622982515834,0.06142993135553547,0.040150944206670224,-0.08971529378107668,0.05127893371755051,-0.014196837831021315,-0.025357997287688967,0.047817515555302254,0.006100734793086257,0.012453978999538875,-0.0520246496803892,-0.017719008307864385,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222.3,121.0,65.0,74.0,101.3,65.0,74.0,33.0,30.0,32.0,42.06493506493506,37.0,54.0,39.0,39.0,39.0,5.5,28.0,31.984615384615385,55.0,42.0,65.0,30.0,2.0,15.0,15.0,15.0,-9.4,17.0,17.0,17.0,29.0,29.0,3.5,-7.3,1.5,10.0,13.0,1.0,77.85046728971963,7.0,11.0,7.0,79.91735537190083,2.0,3.5,7.0,5.0,2.0,1.0,4.875,1.0,1.0,2.0,2.505,0.110621529,-0.375,86.945,244.68
GDPa1-067,0.3458685595520504,-0.02997230767808408,0.20714635303733353,-0.1612750124766277,0.23152916562129397,-0.08094397199232475,0.06794252151677034,0.036859356496375076,0.14582653279374205,-0.10230591528909115,-0.11660821139187814,-0.1303941198556841,-0.11665087376427034,0.07948521826955308,-0.08015218568468035,-0.015753405538685355,-0.01430643359465918,0.04612660170733774,-0.023081249033462085,0.01983595659934435,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239.7,130.1,66.0,74.0,109.6,66.0,74.0,36.0,28.0,36.0,37.94444444444444,37.0,54.0,42.0,42.0,42.0,1.5,27.0,34.81818181818182,50.0,44.0,66.0,31.0,0.5,19.0,19.0,19.0,-8.8,18.0,18.0,18.0,32.0,32.0,1.0,-8.300000000000004,0.5,11.0,12.0,1.0,79.90825688073394,6.0,9.0,8.0,79.6774193548387,0.5,1.0,9.0,6.0,1.0,1.0,6.0,3.0,1.0,0.0,3.4400000000000004,0.0,0.0,82.875,151.33
GDPa1-068,1.7235753143857173,0.13879681719179346,-0.3425252221560846,-0.044338121063450454,0.19798895855336807,0.025609906914964214,0.03656601399127224,0.11397298075496831,-0.012343641263598815,0.01893628059428297,0.04226485364183346,-0.10834811364211273,0.029925309034673664,0.024674876455002808,-0.05433900526667763,-0.02736774417364674,0.0455108681755465,-0.08967849988076121,0.012001423703002667,-0.010832901802961996,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0,112.0,68.0,74.0,97.0,68.0,74.0,35.0,29.0,38.0,31.20833333333333,43.0,55.0,37.0,37.0,43.0,2.0,23.0,42.225,53.0,38.0,68.0,29.0,1.5,19.0,19.0,19.0,-13.2,17.0,17.0,17.0,28.0,28.0,0.5,-9.1,1.0,8.0,10.0,3.0,76.23853211009174,8.0,9.0,8.0,79.16666666666666,1.5,0.5,7.0,3.0,0.0,3.0,4.777777777777778,3.0,1.0,2.0,2.615,0.0,-0.875,77.25,276.0
GDPa1-069,-1.101881717163624,0.08590761611180428,-0.353055488425552,-0.021775834051298966,-0.1846839202245459,0.015628615791703142,0.04211432957651459,-0.18536091977958724,0.010428667612605655,0.04918804226756454,-0.027624439977719243,0.06016903494579864,-0.0933113129493885,-0.05237503449656161,-0.1366145065705686,-0.061129602244018824,-0.011109380548703484,-0.08090348636103672,-0.09858854150084925,-0.03526899300980587,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,234.2,128.5,65.0,74.0,105.7,65.0,74.0,37.0,28.0,29.0,37.075,34.0,51.0,42.0,42.0,36.0,-0.5,27.0,34.083333333333336,52.0,41.0,65.0,32.0,-2.0,15.0,15.0,15.0,-7.899999999999999,17.0,17.0,17.0,31.0,31.0,1.5,-7.4,3.5,12.0,10.0,-1.0,79.7196261682243,10.0,10.0,8.0,83.109243697479,2.0,1.5,8.0,3.0,2.0,0.5,3.272727272727273,0.0,1.0,2.0,2.915,0.0,-0.5,85.655,203.48
GDPa1-070,-1.1078068288851566,0.15135790610331273,-0.5540134578968456,-0.006263825249033989,-0.1520616344840971,-0.29575880681050754,0.06681719543830363,0.10211868428431325,0.014025316348253412,-0.008827768807494193,0.0033112849744575796,-0.09775828659939814,0.010845397707236274,-0.009981472866815758,-0.03883724615381146,0.07196437795968845,0.017132522454951855,-0.005642762929203594,-0.02756975641819174,-0.04099554722090785,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210.9,112.9,65.0,73.0,98.0,65.0,73.0,26.0,31.0,32.0,38.16666666666666,37.0,57.0,37.0,37.0,38.0,2.0,26.0,37.40909090909091,54.0,36.0,65.0,30.0,1.0,14.0,14.0,14.0,-8.4,13.0,13.0,13.0,29.0,29.0,1.0,-7.000000000000001,0.0,10.0,11.0,1.0,77.9245283018868,6.0,9.0,8.0,79.3103448275862,1.0,1.0,7.0,3.0,1.0,1.0,5.428571428571429,0.0,1.0,2.0,2.845,0.057291856,0.125,84.13499999999999,177.67
GDPa1-071,1.7984101281632163,-0.09275873093695759,0.3093344682483724,-0.10898667517847799,-0.1807593688922029,-0.3284721162711563,-0.13447012547487758,0.06599872421039817,0.048069822724963095,-0.08762079615373985,-0.04025520579240968,0.07273242322910296,-0.1354450770424994,-0.04735198792059802,0.11062041008743301,0.005564238682921989,-0.11515583306005771,-0.1721993663384696,-0.05249427933978296,-0.0744798069596118,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210.3,121.0,69.0,74.0,89.3,69.0,74.0,42.0,28.0,42.0,36.266666666666666,46.0,53.0,41.0,41.0,45.0,-1.0,22.0,36.94444444444444,61.0,39.0,69.0,29.0,0.5,16.0,16.0,16.0,-14.9,20.0,20.0,20.0,26.0,26.0,-1.5,-9.700000000000005,2.0,9.0,10.0,-1.0,75.40540540540542,9.0,9.0,10.0,80.40650406504065,0.5,1.5,8.0,4.0,3.0,0.6,4.5,3.0,0.0,0.0,2.795,0.0,0.625,81.59,202.74
GDPa1-072,0.3143762697084255,0.07287279748705447,-0.038452804865264596,-0.10546568253614105,0.34740155654886684,0.17682291610632586,-0.05286450319093418,-0.13956280328674048,-0.13694810950810926,-0.0019446610484228253,0.04798629624155091,-0.04009728373265449,0.02407314619778045,0.12405592864547442,0.08892608210267922,0.09725268634388434,0.06081089921394872,0.02135148235254704,-0.05614706158818355,0.0230699631005555,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.9,97.8,66.0,74.0,112.1,66.0,74.0,27.0,33.0,38.0,41.91666666666666,42.0,58.0,34.0,34.0,38.0,6.0,20.0,35.142857142857146,52.0,34.0,66.0,34.0,4.5,16.0,16.0,16.0,-7.700000000000002,13.0,13.0,13.0,31.0,31.0,1.5,-8.300000000000002,3.0,9.0,14.0,5.0,77.59259259259258,7.0,8.0,6.0,78.86956521739131,4.5,1.5,7.0,3.0,0.0,5.0,4.75,4.0,0.0,2.0,2.785,0.453036087,23.0,75.805,781.93
